vnr,Pname,dosf_LT,Streng,packtext,DRUGID,strnum,strunut,PACKSIZE,ATC
114296,"Cetirizin ""BMM Pharma""",filmovertrukne tabletter,10 mg,60 stk. (blister),28103728904,10,MG,60,R06AE07
114299,"Olanzapin ""Sandoz""",smeltetabletter,5 mg,30 stk. (blister),28104699110,5,MG,30,N05AH03
114307,"Cetirizin ""BMM Pharma""",filmovertrukne tabletter,10 mg,100 stk. (blister),28103728904,10,MG,100,R06AE07
114311,"Escitalopram ""Orifarm""",filmovertrukne tabletter,20 mg,56 stk. (blister),28105236713,,,56,N06AB10
114322,Lomudal,"kapsler, hårde",100 mg,100 stk.,28101001578,100,MG,100,A07EB01
114330,Estraderm,depotplastre,100 mikg/24 timer,24 stk.,28101709994,100,RGH,24,G03CA03
114355,Canazol,vaginalcreme,1%,1 tube a 50 g,28101393790,1,PC,50,G01AF02
114371,"Terbinafin ""Cross Pharma""",tabletter,250 mg,56 stk. (blister),28101885497,250,MG,56,D01BA02
114389,"Difteri-Tetanus Vaccine ""SSI""",injektionsvæske til primær vaccination,,"1 htgl. a 0,5 ml",28101482691,,,0.5,J07AM51
114395,"Paroxetin ""Ranbaxy""",filmovertrukne tabletter,20 mg,100 stk. (blister),28103866505,20,MG,100,N06AB05
114406,"Paroxetin ""Ranbaxy""",filmovertrukne tabletter,20 mg,60 stk. (blister),28103866505,20,MG,60,N06AB05
114413,Canazol,vagitorier,200 mg,3 stk. (blister),28101393990,200,MG,3,G01AF02
114439,Canazol,vagitorier,500 mg,1 stk. (blister),28101394090,500,MG,1,G01AF02
114440,Arcoxia,filmovertrukne tabletter,30 mg,28 stk. (blister),28103969806,30,MG,28,M01AH05
114447,Cosopt,"øjendråber, opløsning",5+20 mg/ml,5 ml,28101904597,,,5,S01ED51
114454,Hygroton,tabletter,50 mg,100 stk.,28101711594,50,MG,100,C03BA04
114455,Thyrogen,"pulver til injektionsvæske, opløsning","0,9 mg/ml",2 x 1 ml (Orifarm),28103001398,0.9,MGM,2,H01AB01
114456,Forsteo,"injektionsvæske, opløsning",20 mikg/80 mikrol.,"28 doser (2,4 ml)(Abacus Medicine)",28103271101,,,28,H05AA02
114506,Nevanac,"øjendråber, suspension",1 mg/ml,5 ml (Paranova),28104053506,1,MGM,5,S01BC10
114520,"Acetylsalicylsyre ""DAK""",afdelte pulvere,1 G,10 stk.,28100701176,1,G,10,N02BA01
114525,Divisun,tabletter,20 mikrogram,90 stk. (blister),28104874511,20,RG,90,A11CC05
114531,Leukeran,filmovertrukne tabletter,2 mg,25 stk.,28103066399,2,MG,25,L01AA02
114538,Baycaron,tabletter,25 mg,30 stk.,28100533467,25,MG,30,C03BA05
114554,Gambrosol Trio 10,peritonealdialysevæske,,4 x 2000 ml (gemini),28103106899,,,8000,B05D
114563,Losatrix Comp,filmovertrukne tabletter,"50+12,5 mg",30 stk. (blister),28104081307,,,30,C09DA01
114585,Losatrix Comp,filmovertrukne tabletter,100+25 mg,30 stk. (blister),28104081407,,,30,C09DA01
114596,Losatrix Comp,filmovertrukne tabletter,100+25 mg,100 stk. (blister),28104081407,,,100,C09DA01
114619,"Ropinirol ""Sandoz""",depottabletter,8 mg,84 stk. (blister),28104585309,8,MG,84,N04BC04
114637,Aquacycline Vet.,"injektionsvæske, opløsning",100 mg/ml,40 (10x4) x 100 ml,28101047280,100,MGM,4000,QJ01AA06
114662,"Aripiprazol ""Krka""",tabletter,5 mg,14 stk. (blister),28105431214,5,MG,14,N05AX12
114664,Epiduo,gel,"0,1+2,5 %",30 g,28104044006,,,30,D10AD53
114675,Epiduo,gel,"0,1+2,5 %",60 g,28104044006,,,60,D10AD53
114676,Relpax,filmovertrukne tabletter,40 mg,6 stk. (Blister),28104721210,40,MG,6,N02CC06
114678,Actilyse,"pulver og solvens til injektions- og infusionsvæske, opløsning",,10 mg (htgl.) + 10 ml solvens,28101415990,,,10,B01AD02
114686,Corgard,tabletter,80 MG,100 stk.,28101015979,80,MG,100,C07AA12
114709,Loceryl,medicinsk neglelak,5 %,3 ml,28101410090,5,PC,3,D01AE16
114710,Imodium,oral opløsning,"0,2 mg/ml",90 ml,28100983278,0.2,MGM,90,A07DA03
114728,Nordotol,tabletter,200 mg,1250 stk. (5x250),28100948077,200,MG,1250,N03AF01
114769,Aciloc,tabletter,200 mg,60 stk.,28101082181,200,MG,60,A02BA01
114809,Intelence,tabletter,100 mg,120 stk. (Paranova),28104197907,100,MG,120,J05AG04
114819,Sotacor,tabletter,160 mg,100 stk.,28100699076,160,MG,100,C07AA07
114827,Sotacor,tabletter,320 mg,100 stk.,28100953977,320,MG,100,C07AA07
114835,Stesolid,"rektalvæske, opløsning, enkeltdosisbeholder",5 mg/dosis,"2 rektaltuber a 2,5 ml",28100918177,5,MGD,2,N05BA01
114843,Stesolid,"rektalvæske, opløsning, enkeltdosisbeholder",10 mg/dosis,"2 rektaltuber a 2,5 ml",28100918277,10,MGD,2,N05BA01
114845,Rizasmelt,smeltetabletter,10 mg,18 stk. (blister),28104707210,10,MG,18,N02CC04
114850,Isoprenalin Retard,tabletter,30 MG,30 stk.,28100452564,30,MG,30,C01CA02
114853,"Amoxicillin/clavuvlansyre ""2care4""",filmovertrukne tabletter,500 mg + 125 mg,30 stk. (blister) (2care4),28104208807,,,30,J01CR02
114860,Terbasmin Turbuhaler,inhalationspulver,"0,5 mg/dosis",200 doser,28105145112,0.5,MGD,200,R03AC03
114868,Temesta Expidet,resoribletter,1 mg,10 stk. (blister),28101258886,1,MG,10,N05BA06
114876,Temesta Expidet,resoribletter,"2,5 mg",10 stk. (blister),28101258986,2.5,MG,10,N05BA06
114892,Optimol,"øjendråber, opløsning","2,5 mg/ml",2 x 5 ml,28101192784,2.5,MGM,10,S01ED01
114912,Stronghold,"spot-on, opløsning",120 mg,3 stk.,28103050598,120,MGM,3,QP54AA05
114918,Estraderm,depotplastre,25 mikg/24 timer,26 stk.,28101287886,25,RGH,26,G03CA03
114919,"Desmopressin ""2care4""","næsespray, opløsning",10 mikrogram/dosis,5 ml,28104208107,10,RGD,5,H01BA02
114926,Timacar Depot,øjendråber,"2,5 mg/ml","2,5 ml",,,,,S01ED01
114930,"Desmopressin ""2care4""","næsespray, opløsning",10 mikrogram/dosis,3 x 5 ml,28104208107,10,RGD,15,H01BA02
114934,Inderal Retard,"depotkapsler, hårde",160 mg,10 stk.,28100981678,160,MG,10,C07AA05
114941,Zalasta,tabletter,"2,5 mg",28 stk (blister),28104033106,2.5,MG,28,N05AH03
114952,Zalasta,tabletter,5 mg,28 stk. (blister),28104033206,5,MG,28,N05AH03
114963,Zalasta,tabletter,"7,5 mg",56 stk. (blister),28104033306,7.5,MG,56,N05AH03
114967,Aciloc,tabletter,200 mg,100 stk.,28101082181,200,MG,100,A02BA01
114974,Zalasta,tabletter,10 mg,28 stk. (blister),28104033406,10,MG,28,N05AH03
114985,Zalasta,tabletter,10 mg,56 stk. (blister),28104033406,10,MG,56,N05AH03
114991,Aciloc,tabletter,200 mg,500 stk. (10x50),28101082181,200,MG,500,A02BA01
114996,Zalasta,smeltetabletter,5 mg,28 stk. (blister),28104033706,5,MG,28,N05AH03
115007,Zalasta,smeltetabletter,10 mg,28 stk. (blister),28104033906,10,MG,28,N05AH03
115011,Keppra,filmovertrukne tabletter,1000 mg,200 stk. (blister) (EuroPharmaDK),28103070399,1000,MG,200,N03AX14
115014,Aciloc,tabletter,400 mg,30 stk.,28101145183,400,MG,30,A02BA01
115018,Zalasta,smeltetabletter,15 mg,28 stk. (blister),28104034006,15,MG,28,N05AH03
115029,Zalasta,smeltetabletter,20 mg,28 stk. (blister),28104034106,20,MG,28,N05AH03
115048,Aciloc,tabletter,400 mg,60 stk.,28101145183,400,MG,60,A02BA01
115055,Aciloc,tabletter,400 mg,500 stk. (10x50),28101145183,400,MG,500,A02BA01
115063,Aciloc,tabletter,800 mg,15 stk.,28101307487,800,MG,15,A02BA01
115071,Aciloc,tabletter,800 mg,30 stk.,28101307487,800,MG,30,A02BA01
115101,Tavegil,tabletter,1 mg,100 stk. (blister),28104993611,1,MG,100,R06AA04
115121,Sotacor,tabletter,80 mg,30 stk (blister),28101898697,80,MG,30,C07AA07
115126,Novoseven,"pulver og solvens til injektionsvæske, opløsning, fyldt injektionssprøjte",1 mg,1 sæt,28105327913,1,MG,1,B02BD08
115146,Crestor,filmovertrukne tabletter,40 mg,28 stk. (blister),28104839211,40,MG,28,C10AA07
115147,Aciloc,tabletter,800 mg,60 stk.,28101307487,800,MG,60,A02BA01
115154,Estraderm,depotplastre,50 mikg/24 timer,26 stk.,28101287986,50,RGH,26,G03CA03
115163,Pradaxa,"kapsler, hårde",75 mg,10 stk. (blister),28104075807,75,MG,10,B01AE07
115182,Xarelto,filmovertrukne tabletter,10 mg,30 stk. (blister) (EuroPharma),28104249107,10,MG,30,B01AF01
115187,Orgalutran,"injektionsvæske, opløsning","0,25 mg/0,5 ml",5 stk. (2care4),28103039498,0.5,MGM,5,H01CC01
115188,Estraderm,depotplastre,100 mikg/24 timer,26 stk.,28101288086,100,RGH,26,G03CA03
115192,Tysabri,"koncentrat til infusionsvæske, opløsning",300 mg,15 ml (Haemato Pharm),28103691204,300,MG,15,L04AA23
115203,"Methylphenidat ""Orifarm""",tabletter,10 mg,30 stk. (blister),28105154312,10,MG,30,N06BA04
115206,Ventolin,inhalationspulver,"0,2 mg i diskos",60 doser,28105205513,,,60,R03AC02
115209,Lumigan,"øjendråber, opløsning, enkeltdosisbeholder","0,3 mg/ml","30 x 0,4 ml",28105235613,0.3,MGM,30,S01EE03
115241,"Naloxon ""B. Braun""","injektionsvæske, opløsning","0,4 mg/ml",10 x 1 ml,28104053606,0.4,MGM,10,V03AB15
115311,Sotacor,tabletter,80 mg,100 stk (blister),28101898697,80,MG,100,C07AA07
115318,Pradaxa,"kapsler, hårde",75 mg,30 stk. (blister),28104075807,75,MG,30,B01AE07
115321,Duramune Pi + L Vet.,"lyofilisat og solvens til injektionsvæske, suspension",,10 x 1 dosis,28103910806,0,,10,QI07AI
115330,Pradaxa,"kapsler, hårde",75 mg,60 stk. (blister),28104075807,75,MG,60,B01AE07
115341,Pradaxa,"kapsler, hårde",110 mg,10 stk. (blister),28104075907,110,MG,10,B01AE07
115353,Pradaxa,"kapsler, hårde",110 mg,30 stk. (blister),28104075907,110,MG,30,B01AE07
115364,Pradaxa,"kapsler, hårde",110 mg,60 stk. (blister),28104075907,110,MG,60,B01AE07
115375,Centyl Mite med Kaliumklorid,overtrukne tabletter,"1,25+573 mg",25 stk.,28101697094,,,25,C03AB01
115378,Optimol,"øjendråber, opløsning",5 mg/ml,2 x 5 ml,28101192884,5,MGM,10,S01ED01
115386,Surgicel,imprægneret gaze,,24 stk. (12x50 mm),28101364389,,,24,B02BC02
115394,Proscar,filmovertrukne tabletter,5 mg,98 stk. (blister),28101868897,5,MG,98,G04CB01
115398,Opatanol,"øjendråber, opløsning",1 mg/ml,3 x 5 ml (Orifarm),28103235801,1,MGM,15,S01GX09
115402,Timacar Depot,øjendråber,5 mg/ml,"2,5 ml",,,,,S01ED01
115409,Opatanol,"øjendråber, opløsning",1 mg/ml,5 ml (Orifarm),28103235801,1,MGM,5,S01GX09
115428,"Felodipin ""Cross Pharma""",depottabletter,5 mg,28 stk. (blister),28101894097,5,MG,28,C08CA02
115444,Insulatard Penfill,"injektionsvæske, suspension",100 IE/ml,"5 x 1,5 ml",28101879697,100,IUM,7.5,A10AC01
115469,Surgicel,imprægneret gaze,,24 stk. (5x7 cm),28101364389,,,24,B02BC02
115479,"Anastrozol ""Accord""",filmovertrukne tabletter,1 mg,98 stk. (blister),28104602609,1,MG,98,L02BG03
115485,Surgicel,imprægneret gaze,,12 stk. (10x20 cm),28101364389,,,12,B02BC02
115501,Surgicel,imprægneret gaze,,12 stk. (5x35 cm),28101364389,,,12,B02BC02
115508,Effexor Depot,"depotkapsler, hårde",75 mg,100 stk. (blister),28104134707,75,MG,100,N06AX16
115519,Actocortin,injektionssubstans,100 MG,5 htgl. + solvens,28100948357,100,MG,5,H02AB09
115520,Effexor Depot,"depotkapsler, hårde",75 mg,30 stk. (blister),28104134707,75,MG,30,N06AX16
115527,Berodual,inhalationsaerosol,,15 ml,28101893497,,,15,R03AK03
115531,Effexor Depot,"depotkapsler, hårde","37,5 mg",30 stk. (blister),28104169607,37.5,MG,30,N06AX16
115535,Actrapid Penfill,"injektionsvæske, opløsning",100 IE/ml,"5 x 1,5 ml",28101876897,100,IUM,7.5,A10AB01
115543,Actrapid Pen,"injektionsvæske, opløsning",100 IE/ml,5 x 3 ml,28101879597,100,IUM,15,A10AB01
115550,Aldomet,filmovertrukne tabletter,250 mg,30 stk.,28100376261,250,MG,30,C02AB01
115553,"Granisetron ""BMM Pharma""",filmovertrukne tabletter,1 mg,10 stk. (blister),28103995906,1,MG,10,A04AA02
115564,"Granisetron ""BMM Pharma""",filmovertrukne tabletter,2 mg,5 stk. (blister),28103996006,2,MG,5,A04AA02
115568,Aldomet,filmovertrukne tabletter,250 mg,100 stk.,28100376261,250,MG,100,C02AB01
115575,"Diklofenak ""Orifarm""",enterotabletter,50 mg,100 stk. (blister),28103528903,50,MG,100,M01AB05
115576,Aldomet,filmovertrukne tabletter,500 mg,100 stk.,28100609872,500,MG,100,C02AB01
115584,Mucomyst,inhalationsvæske,200 mg/ml,5 x 10 ml,28100489665,200,MGM,50,R05CB01
115586,"Diklofenak ""Orifarm""",enterotabletter,50 mg,20 stk. (blister),28103528903,50,MG,20,M01AB05
115591,Retrovir,"kapsler, hårde",250 mg,40 stk. (blister),28101291887,250,MG,40,J05AF01
115634,Timacar,tabletter,10 mg,30 stk.,28100628473,10,MG,30,C07AA06
115642,Trusopt,"øjendråber, opløsning",20 mg/ml,5 ml,28101591094,20,MGM,5,S01EC03
115667,Timacar,tabletter,10 mg,100 stk.,28100628473,10,MG,100,C07AA06
115679,"Candesartan/Hydrochlorthiazid ""Actavis""",tabletter,"8+12,5 mg",98 stk. (blister),28104625609,0,,98,C09DA06
115689,Lacrofarm,"pulver til oral opløsning, enkeltdosisbeholder",,100 stk.,28104563909,,,100,A06AD65
115696,Prac-tic,"spot-on, opløsning","56,25 mg",30 stk.,28103805705,56.25,MG,30,QP53AX26
115707,Prac-Tic,spot-on opløsning,"56,25 mg/0,45 ml","3 x 0,45 ml",,,,,QP53AX26
115718,Prac-tic,"spot-on, opløsning","137,5 mg",30 stk.,28103805805,137.5,MG,30,QP53AX26
115725,Timacar,tabletter,15 mg,100 stk.,28100965973,15,MG,100,C07AA06
115727,Ketador Vet.,"injektionsvæske, opløsning",100 mg/ml,10 ml,28104999411,100,MGM,10,QN01AX03
115729,Prac-Tic,spot-on opløsning,"137,5 mg/1,1 ml","3 x 1,1 ml",,,,,QP53AX26
115762,Prac-Tic,spot-on opløsning,"275 mg/2,2 ml","3 x 2,2 ml",,,,,QP53AX26
115773,Prac-tic,"spot-on, opløsning",275 mg,30 stk.,28103805905,275,MG,30,QP53AX26
115774,Moduretic,tabletter,50 + 5 mg,30 stk.,28100648574,,,30,C03EA01
115782,Moduretic,tabletter,50 + 5 mg,100 stk.,28100648574,,,100,C03EA01
115790,Periactin,tabletter,4 mg,20 stk. (blister),28100322359,4,MG,20,R06AX02
115792,Idilico,filmovertrukne tabletter,100 mg,12 stk. (blister),28104471409,100,MG,12,G04BE03
115795,Prac-tic,"spot-on, opløsning",625 mg,30 stk.,28103806005,625,MG,30,QP53AX26
115806,Prac-Tic,spot-on opløsning,625 mg/5 ml,3 x 5 ml,,,,,QP53AX26
115808,Periactin,tabletter,4 mg,100 stk. (blister),28100322359,4,MG,100,R06AX02
115813,Lyrica,"kapsler, hårde",225 mg,56 stk. (blsiter) (Orifarm),28103839705,225,MG,56,N03AX16
115840,Indocid,kapsler,25 mg,100 stk.,28101711694,25,MG,100,M01AB01
115866,"Pramipexole ""Sandoz""",depottabletter,"2,62 mg",100 stk. (blister),28105297513,2.62,MG,100,N04BC05
115949,Stesolid,tabletter,2 mg,50 stk.,28100478565,2,MG,50,N05BA01
115956,Stesolid,tabletter,5 mg,50 stk.,28100950565,5,MG,50,N05BA01
115964,Stesolid,tabletter,10 mg,50 stk.,28100950665,10,MG,50,N05BA01
115967,Lafene,depotplastre,25 mikrogram/time,16 stk.,28104554209,25,RGT,16,N02AB03
115972,Tarivid,"infusionsvæske, opløsning",2 mg/ml,1 x 200 ml,28101333388,2,MGM,200,J01MA01
115980,Prioderm,kutanopløsning,5 mg/ml,55 ml,28100973478,5,MGM,55,P03AX03
115998,Triatec,tabletter,"1,25 mg",28 stk. (blister),28101439991,1.25,MG,28,C09AA05
116004,Zinacef,"pulver til injektionsvæske, opløsning","1,5 g","5 x 1,5 g",28100973778,1.5,G,5,J01DC02
116005,"Paroxetin ""Orifarm""",filmovertrukne tabletter,30 mg,60 stk. (blister),28105115112,30,MG,60,N06AB05
116012,Zinacef,"pulver til injektionsvæske, opløsning","1,5 g","50 x 1,5 g",28100973778,1.5,G,50,J01DC02
116020,Kerlon,tabletter,10 mg,98 stk. (blister),28101704094,10,MG,98,C07AB05
116028,"Omeprazol ""Bluefish""","enterokapsler, hårde",10 mg,56 stk.,28104173007,10,MG,56,A02BC01
116038,Narox,enterotabletter,500 mg,10 stk. (blister),28101326788,500,MG,10,M01AE02
116046,Zinacef,"pulver til injektionsvæske, opløsning",750 mg,5 x 750 mg,28100973678,750,MG,5,J01DC02
116053,Zinacef,"pulver til injektionsvæske, opløsning",750 mg,50 x 750 mg,28100973678,750,MG,50,J01DC02
116061,Zinacef,"pulver til injektionsvæske, opløsning",250 mg,50 x 250 mg,28100973578,250,MG,50,J01DC02
116062,"Omeprazol ""Bluefish""","enterokapsler, hårde",20 mg,28 stk.,28104173107,20,MG,28,A02BC01
116073,"Omeprazol ""Bluefish""","enterokapsler, hårde",20 mg,56 stk.,28104173107,20,MG,56,A02BC01
116079,Lamisil,tabletter,250 mg,14 stk. (blister),28101711794,250,MG,14,D01BA02
116081,"Candesartancilexetil ""2care4""",tabletter,8 mg,30 stk. (blister),28105125012,,,30,C09CA06
116084,"Omeprazol ""Bluefish""","enterokapsler, hårde",20 mg,100 stk.,28104173107,20,MG,100,A02BC01
116095,Lamisil,tabletter,250 mg,28 stk. (blister),28101711794,250,MG,28,D01BA02
116107,"Lansoprazol ""Arrow""","enterokapsler, hårde",15 mg,56 stk. (blister),28103842805,15,MG,56,A02BC03
116118,"Lansoprazol ""Arrow""","enterokapsler, hårde",15 mg,98 stk. (blister),28103842805,15,MG,98,A02BC03
116129,Rhesogamma P,injektionsvæske,1.000 IE/ml,"10 x 1,5 ml",,,,,J06BB01
116130,"Lansoprazol ""Arrow""","enterokapsler, hårde",30 mg,14 stk. (blister),28103842905,30,MG,14,A02BC03
116137,Elocon,creme,"0,1%",20 g,28101316787,0.1,PC,20,D07AC13
116141,"Lansoprazol ""Arrow""","enterokapsler, hårde",30 mg,28 stk. (blister),28103842905,30,MG,28,A02BC03
116153,"Lansoprazol ""Arrow""","enterokapsler, hårde",30 mg,56 stk. (blister),28103842905,30,MG,56,A02BC03
116160,Elocon,creme,"0,1%",50 g,28101316787,0.1,PC,50,D07AC13
116164,"Lansoprazol ""Arrow""","enterokapsler, hårde",30 mg,98 stk. (blister),28103842905,30,MG,98,A02BC03
116175,Sapimol,"inhalationsvæske til nebulisator, opløsning, enkeltdosisbeholder","2,5+0,5 mg/behold.","60 x 2,5 ml",28104167807,,,150,R03AK04
116178,Iliadin,"næsedråber, opløsning","0,5 mg/ml",Pipettefl. a 10 ml,28101041580,0.5,MGM,10,R01AA05
116186,Lamisil,tabletter,250 mg,98 stk. (blister),28101711794,250,MG,98,D01BA02
116187,"Amlodipin ""Bluefish""",tabletter,5 mg,30 stk. (blister),28104586709,5,MG,30,C08CA01
116194,Porcovac Plus Vet.,"injektionsvæske, suspension",,50 ml,28100628773,,,50,QI09AB02
116198,"Amlodipin ""Bluefish""",tabletter,5 mg,100 stk. (blister),28104586709,5,MG,100,C08CA01
116202,Porcovac Plus Vet.,"injektionsvæske, suspension",,10 x 50 ml,28100628773,,,500,QI09AB02
116209,"Amlodipin ""Bluefish""",tabletter,10 mg,30 stk. (blister),28104586809,10,MG,30,C08CA01
116210,Topline Pour-on Vet.,"pour-on, opløsning",20 mg/ml,3 l,28101393090,20,MGM,3,QP53AD01
116220,"Amlodipin ""Bluefish""",tabletter,10 mg,100 stk. (blister),28104586809,10,MG,100,C08CA01
116228,Proctosedyl,rektalsalve,,30 g,28101903697,,,30,C05AA01
116272,Lopid,filmovertrukne tabletter,600 mg,100 stk. (blister),28105014612,600,MG,100,C10AB04
116302,"Amoxicillin/clavulansyre ""Copharma""",filmovertrukne tabletter,500 mg + 125 mg,32 stk. (blister),28105406014,0,,32,J01CR02
116327,Elocon,creme,"0,1%",100 g,28101316787,0.1,PC,100,D07AC13
116331,"Enalapril ""Actavis""",tabletter,10 mg,100 stk. (blister),28103255901,10,MG,100,C09AA02
116342,"Enalapril ""Actavis""",tabletter,20 mg,100 stk. (blister),28103256001,20,MG,100,C09AA02
116353,"Enalapril ""Actavis""",tabletter,5 mg,100 stk. (blister),28103255801,5,MG,100,C09AA02
116364,"Enalapril ""Actavis""",tabletter,5 mg,30 stk. (blister),28103255801,5,MG,30,C09AA02
116368,Elocon,salve,"0,1%",20 g,28101316887,0.1,PC,20,D07AC13
116376,Cobactan Vet.,"injektionsvæske, suspension",25 mg/ml,100 ml,28101579893,25,MGM,100,QJ01DE90
116384,Triatec,tabletter,"1,25 mg",98 stk. (blister),28101439991,1.25,MG,98,C09AA05
116400,Elocon,salve,"0,1%",50 g,28101316887,0.1,PC,50,D07AC13
116402,Canaural,øredråber,,15 ml,28100643674,,,15,QS02CA01
116418,Elocon,salve,"0,1%",100 g,28101316887,0.1,PC,100,D07AC13
116427,Cialis,filmovertrukne tabletter,10 mg,4 stk. (blister) (New Neopharm),28103464501,10,MG,4,G04BE08
116434,Triatec,tabletter,"2,5 mg",28 stk. (blister),28101440091,2.5,MG,28,C09AA05
116442,Dianeal med Glucos,peritonealdialysevæske,"13,6 mg/ml",3 x 2500 ml b4956 duo,28101034779,13.6,MGM,7500,B05DA
116452,Tamsukon,"depotkapsler, hårde","0,4 mg",30 stk. (blister),28103719304,0.4,MG,30,G04CA02
116459,Dianeal med Glucos,peritonealdialysevæske,"22,7 mg/ml",3 x 2500 ml b4957 duo,28101074581,22.7,MGM,7500,B05DB
116463,Tamsukon,"depotkapsler, hårde","0,4 mg",90 stk. (blister),28103719304,0.4,MG,90,G04CA02
116467,Dianeal med Glucos,peritonealdialysevæske,"38,6 mg/ml",3 x 2500 ml b4958 duo,28101034879,38.6,MGM,7500,B05DB
116509,Triatec,tabletter,"2,5 mg",98 stk. (blister),28101440091,2.5,MG,98,C09AA05
116533,Polio vaccine oral trivalent,dråber,,10 x 1 dosis,,,,,J07BF03
116566,Lamictal,tabletter,25 mg,56 stk. (blister),28101903097,25,MG,56,N03AX09
116599,Zonegran,"kapsler, hårde",50 mg,56 stk. (blister) (Abacus),28103611003,50,MG,56,N03AX15
116632,Fluvet Vet.,injektionsvæske,"0,5 mg/ml",20 ml,28101041680,0.5,MGM,20,QH02AB90
116634,Iomeron,"injektionsvæske, opløsning",350 mg Iod/ml,10 x 50 ml,28101557293,350,MJM,500,V08AB10
116639,Orfiril,enterotabletter,600 mg,100 stk. (blister),28104219707,600,MG,100,N03AG01
116640,Artrizin Alka,tabletter,100 mg,500 stk. (5x100),28100518167,100,MG,500,M01AA01
116649,Ebixa,filmovertrukne tabletter,20 mg,98 stk. (blister) (Abacus),28104197007,20,MG,98,N06DX01
116650,Orfiril Retard,depottabletter,300 mg,100 stk. (blister),28104219607,300,MG,100,N03AG01
116657,Marevan,tabletter,"2,5 mg",100 stk.,28101005764,2.5,MG,100,B01AA03
116694,TOVIAZ,depottabletter,4 mg,84 stk. (blister),28103924506,4,MG,84,G04BD11
116705,TOVIAZ,depottabletter,4 mg,28 stk. (blister),28103924506,4,MG,28,G04BD11
116716,TOVIAZ,depottabletter,8 mg,28 stk. (blister),28103924606,8,MG,28,G04BD11
116724,Activyl til ekstra storehunde,"spot-on, opløsning",900 mg,4 stk.,28105059412,900,MG,4,QP53AX27
116727,TOVIAZ,depottabletter,8 mg,84 stk. (blister),28103924606,8,MG,84,G04BD11
116728,Doloproct,rektalcreme,,30 g,28105314013,0,,30,C05AA08
116731,Triatec,tabletter,5 mg,28 stk. (blister),28101440191,5,MG,28,C09AA05
116749,Triatec,tabletter,5 mg,98 stk. (blister),28101440191,5,MG,98,C09AA05
116772,Triatec,tabletter,10 mg,98 stk. (blister),28101440291,10,MG,98,C09AA05
116788,Picato,gel,150 mikrogram/g,"3 x 0,47 g (2care4)",28104959211,150,RGG,1.41,D06BX02
116863,Novamet,tabletter,400 mg,60 stk.,28101125483,400,MG,60,A02BA01
116905,Septopal,kæde til implantation,"4,5 mg",1 kæde a 10 kugler,28100975678,4.5,MG,10,J01GB03
