vnr,Pname,Product name (EN),dosf_LT,Streng,packtext,DRUGID,strnum,strunut,PACKSIZE
89615,Locoid,Locoid,fedtcreme,0.10%,Tube a 30 g,28101460291,0.100,PC,"30,000"
89645,Inspra,Inspra,filmovertrukne tabletter,50 mg,100 stk. (blister),28104610309,"50,000",MG,"100,000"
89668,Crestor,Crestor,filmovertrukne tabletter,5 mg,30 stk. (blister),28104548709,"5,000",MG,"30,000"
89679,Crestor,Crestor,filmovertrukne tabletter,5 mg,90 stk. (blister),28104548709,"5,000",MG,"90,000"
89690,"Pantoprazol ""Orifarm""","Pantoprazole ""Orifarm""",enterotabletter,20 mg,14 stk. (blister),28104132207,"20,000",MG,"14,000"
89701,"Pantoprazol ""Orifarm""","Pantoprazole ""Orifarm""",enterotabletter,20 mg,56 stk. (blister),28104132207,"20,000",MG,"56,000"
89712,"Pantoprazol ""Orifarm""","Pantoprazole ""Orifarm""",enterotabletter,20 mg,98 stk. (blister),28104132207,"20,000",MG,"98,000"
89723,"Pantoprazol ""Orifarm""","Pantoprazole ""Orifarm""",enterotabletter,40 mg,14  stk. (blister),28104132307,"40,000",MG,"14,000"
89734,"Pantoprazol ""Orifarm""","Pantoprazole ""Orifarm""",enterotabletter,40 mg,28 stk. (blister),28104132307,"40,000",MG,"28,000"
89737,SOlong Vet.,Solong Vet.,"injektionsvÃ¦ske, suspension",300 mg/ml,100 ml,28104760910,"300,000",MGM,"100,000"
89745,"Pantoprazol ""Orifarm""","Pantoprazole ""Orifarm""",enterotabletter,40 mg,56 stk. (blister),28104132307,"40,000",MG,"56,000"
89748,Insidon,Insidon,tabletter,50 mg (Paranova),100 stk.,28101460091,"50,000",MG,"100,000"
89756,"Pantoprazol ""Orifarm""","Pantoprazole ""Orifarm""",enterotabletter,40 mg,98 stk. (blister),28104132307,"40,000",MG,"98,000"
89763,Flurablastin,Flurablastin,injektionsvÃ¦ske,50 mg/ml (Paranova),10 htgl. a 10 ml,28101459991,"50,000",MGM,"100,000"
89767,Baypress,Baypress,tabletter,10 mg,100 stk. (blister),28101207085,"10,000",MG,"100,000"
89771,Diane Mite,Diane Mite,overtrukne tabletter,"2,0 + 0,035 mg",21 stk. (blister),28101459891,,,"21,000"
89779,Baypress,Baypress,tabletter,20 mg,100 stk. (blister),28101207185,"20,000",MG,"100,000"
89789,Diane Mite,Diane Mite,overtrukne tabletter,"2,0 + 0,035 mg",63 stk. (3x21) (blister),28101459891,,,"63,000"
89797,Demolox,Demolox,tabletter,50 mg,50 stk.,28101459691,"50,000",MG,"50,000"
89801,MonoFer,Monofer,"injektions-/infusionsvÃ¦ske, oplÃ¸sning",100 mg/ml,5 x 1 ml,28104374708,"100,000",MGM,"5,000"
89821,"Cimetidin ""Hexal""","Cimetidine ""Hexal""",filmovertrukne tabletter,200 mg,30 stk.,28101126783,"200,000",MG,"30,000"
89839,"Cimetidin ""Hexal""","Cimetidine ""Hexal""",filmovertrukne tabletter,200 mg,60 stk.,28101126783,"200,000",MG,"60,000"
89847,"Cimetidin ""Hexal""","Cimetidine ""Hexal""",filmovertrukne tabletter,200 mg,100 stk.,28101126783,"200,000",MG,"100,000"
89854,"Cimetidin ""Hexal""","Cimetidine ""Hexal""",filmovertrukne tabletter,200 mg,1000 stk. (10x100),28101126783,"200,000",MG,"1,000,000"
89862,"Cimetidin ""Hexal""","Cimetidine ""Hexal""",filmovertrukne tabletter,400 mg,60 stk.,28101126883,"400,000",MG,"60,000"
89868,"Naratriptan ""Teva""","Naratriptan ""Teva""",filmovertrukne tabletter,"2,5 mg",6 stk. (blister),28104226707,"2,500",MG,"6,000"
89870,A.E. Vaccine Nobilis Vet.,S.A. Vaccine Nobilis Vet.,pulver til oral oplÃ¸sning,1000 E.I.D.,1x500 doser,28100962477,"1,000,000",EID,"500,000"
89888,Tamofen,Tamofen,tabletter,20 mg,1000 stk. (10x100),28101171683,"20,000",MG,"1,000,000"
89891,Ecoporc Shiga,Ecoporc Shiga,"injektionsvÃ¦ske, suspension, i.m.",,100 ml,28104989011,0.000,,"100,000"
89907,Idilico,idilico,filmovertrukne tabletter,50 mg,12 stk. (blister),28104471309,"50,000",MG,"12,000"
89913,MonoFer,Monofer,"injektions-/infusionsvÃ¦ske, oplÃ¸sning",100 mg/ml,5 x 5 ml,28104374708,"100,000",MGM,"25,000"
89936,MonoFer,Monofer,"injektions-/infusionsvÃ¦ske, oplÃ¸sning",100 mg/ml,2 x 10 ml,28104374708,"100,000",MGM,"20,000"
89970,Crestor,Crestor,filmovertrukne tabletter,10 mg,98 stk. (blister),28105456914,"10,000",MG,"98,000"
89996,Myocet,Myocet,pulver til koncentrat til infusionsvÃ¦ske,50 mg,2 sÃ¦t,28103034198,"50,000",MG,"2,000"
90019,Terfex,Terfex,tabletter,60 mg,50 stk.,28101473691,"60,000",MG,"50,000"
90035,"Rifabutin ""Pfizer""","Rifabutin ""Pfizer""","kapsler, hÃ¥rde",150 mg,30 stk.,28101476891,"150,000",MG,"30,000"
90043,"Rifabutin ""Pfizer""","Rifabutin ""Pfizer""","kapsler, hÃ¥rde",150 mg,100 stk.,28101476891,"150,000",MG,"100,000"
90068,Tinset,Tinset,tabletter,30 MG,25 stk.,28101105082,"30,000",MG,"25,000"
90076,Sparkal,Sparkal,tabletter,50 + 5 mg,30 stk.,28101185584,,,"30,000"
90084,Sparkal,Sparkal,tabletter,50 + 5 mg,100 stk.,28101185584,,,"100,000"
90092,Sparkal,Sparkal,tabletter,50 + 5 mg,1000 stk. (10x100),28101185584,,,"1,000,000"
90099,Maxalt LYO,Maxalt LYO,smeltetabletter,10 mg,18 stk. (blister),28104704010,"10,000",MG,"18,000"
90100,Sparkal Mite,Sparkal Mite,tabletter,"25 + 2,5 mg",30 stk.,28101185684,,,"30,000"
90118,Sparkal Mite,Sparkal Mite,tabletter,"25 + 2,5 mg",100 stk.,28101185684,,,"100,000"
90134,Cardizem,Cardizem,filmovertrukne tabletter,30 mg,100 stk.,28101141283,"30,000",MG,"100,000"
90142,Cardizem,Cardizem,filmovertrukne tabletter,60 mg,30 stk.,28101141383,"60,000",MG,"30,000"
90159,Cardizem,Cardizem,filmovertrukne tabletter,60 mg,100 stk.,28101141383,"60,000",MG,"100,000"
90167,Somadril,Somadril,filmovertrukne tabletter,350 mg,30 stk.,28100319859,"350,000",MG,"30,000"
90175,Ery-maxin,Ery-maxin,granulat til mikstur,40 mg/ml,1 fl. a 100 ml,28101048480,"40,000",MGM,"100,000"
90178,"Cabergolin ""Hexal""","Cabergoline ""Hexal""",tabletter,1 mg,30 stk.,28103982806,"1,000",MG,"30,000"
90187,"Cabergolin ""Hexal""","Cabergoline ""Hexal""",tabletter,2 mg,30 stk.,28103982906,"2,000",MG,"30,000"
90196,"Cabergolin ""Hexal""","Cabergoline ""Hexal""",tabletter,4 mg,15 stk.,28103983006,"4,000",MG,"15,000"
90205,Gonal-f,Gonal-f,"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","900 IE/1,5 ml","1 stk. (1,5 ml)(Paranova)",28103481403,"900,000",IU,"1,000"
90206,"Ampicillin ""PCD""","Ampicillin ""PCD""",filmovertrukne tabletter,500 mg,24 stk.,28100693676,"500,000",MG,"24,000"
90218,Keflex,Keflex,tabletter,500 mg,100 stk. (blister),28100592071,"500,000",MG,"100,000"
90225,Demolox,Demolox,tabletter,100 mg,30 stk. (blister),28101459791,"100,000",MG,"30,000"
90229,Keflex,Keflex,tabletter,500 mg,20 stk. (blister),28100592071,"500,000",MG,"20,000"
90232,Erbitux,Erbitux,"infusionsvÃ¦ske, oplÃ¸sning",5 mg/ml,20 ml,28103922806,"5,000",MGM,"20,000"
90233,Halcion,Halcion,tabletter,"0,125 mg",1000 stk. (10x100),28101121482,0.125,MG,"1,000,000"
90240,Keflex,Keflex,tabletter,500 mg,40 stk. (blister),28100592071,"500,000",MG,"40,000"
90241,Halcion,Halcion,tabletter,"0,25 mg",1000 stk. (10x100),28100919477,0.250,MG,"1,000,000"
90242,Erbitux,Erbitux,"infusionsvÃ¦ske, oplÃ¸sning",5 mg/ml,100 ml,28103922806,"5,000",MGM,"100,000"
90252,Pondocillin,Pondocillin,filmovertrukne tabletter,500 mg,20 stk. (blister),28100972778,"500,000",MG,"20,000"
90258,Demolox,Demolox,tabletter,100 mg,100 stk. (blister),28101459791,"100,000",MG,"100,000"
90263,Pondocillin,Pondocillin,filmovertrukne tabletter,500 mg,30 stk. (blister),28100972778,"500,000",MG,"30,000"
90266,Catapresan,Catapresan,tabletter,"0,15 mg",100 stk.,28101459491,0.150,MG,"100,000"
90275,Pondocillin,Pondocillin,filmovertrukne tabletter,700 mg,14 stk.,28101421890,"700,000",MG,"14,000"
90280,Fragmin,Fragmin,"injektionsvÃ¦ske, oplÃ¸sning, fyldt injektionssprÃ¸jte",25.000 anti-Xa IE/ml,"5 x 0,6 ml",28104660310,"25,000,000",XAM,"1,000"
90286,Pondocillin,Pondocillin,filmovertrukne tabletter,700 mg,20 stk.,28101421890,"700,000",MG,"20,000"
90287,Boostrix,Boostrix,"injektionsvÃ¦ske, suspension, fyldt injektionssprÃ¸jte",,"10 x 0,5 ml",28103156900,,,"5,000"
90290,Pacisyn,Pacisyn,tabletter,5 mg,750 stk. (10x75),28100521967,"5,000",MG,"750,000"
90297,Pondocillin,Pondocillin,filmovertrukne tabletter,700 mg,30 stk.,28101421890,"700,000",MG,"30,000"
90308,Pacisyn,Pacisyn,tabletter,5 mg,1500 stk. (10x150),28100521967,"5,000",MG,"1,500,000"
90309,Dobutrex,Dobutrex,"koncentrat til infusionsvÃ¦ske, oplÃ¸sning","12,5 mg/ml",5 x 20 ml,28101297387,"12,500",MGM,"100,000"
90324,Seloken Duretter,Seloken Duretter,depottabletter,100 MG,28 stk.,28101201984,"100,000",MG,"28,000"
90328,Inflectra,Inflectra,"pulver til koncentrat til infusionsvÃ¦ske, oplÃ¸sning",100 mg,1 stk.,28105121612,"100,000",MG,"1,000"
90332,Seloken Duretter,Seloken Duretter,depottabletter,100 MG,112 stk,28101201984,"100,000",MG,"112,000"
90373,Tagamet,Tagamet,infusionsvÃ¦ske,4 mg/ml,20 minibag a 100 ml,28101175584,"4,000",MGM,"2,000,000"
90387,Foraform Clickhaler,Fora Form Click Tails,inhalationspulver,12 mikrogram,3 x 60 doser,28103541503,"12,000",RG,"180,000"
90399,Ismo,Ismo,tabletter,20 mg,30 stk.,28101129283,"20,000",MG,"30,000"
90449,"Ringer-lactat ""Fresenius Kabi""","Ringer lactate ""Fresenius Kabi""","infusionsvÃ¦ske, oplÃ¸sning",,9 x 1000 ml,28100675675,,,"9,000,000"
90464,Lomesta,Lomesta,tabletter,1 mg,20 stk. (blister),28101481091,"1,000",MG,"20,000"
90472,Lomesta,Lomesta,tabletter,1 mg,50 stk. (blister),28101481091,"1,000",MG,"50,000"
90480,Isoptin,Isoptin,tabletter,80 mg,30 stk.,28100630473,"80,000",MG,"30,000"
90494,Gonal-f,Gonal-f,"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen","450 IE/0,75 ml",1 stk. (Abacus),28103481303,"600,000",IUM,"1,000"
90498,Isoptin,Isoptin,tabletter,120 mg,30 stk.,28101043980,"120,000",MG,"30,000"
90514,"Penicillinprokain ""Rosco"" Vet.","Penicillinprokain ""Rosco"" Vet.","injektionsvÃ¦ske, suspension",300.000 IE/ml,4 htgl. a 50 ml,28101012155,"300,000,000",IUM,"200,000"
90522,"Penicillinprokain ""Rosco"" Vet.","Penicillinprokain ""Rosco"" Vet.","injektionsvÃ¦ske, suspension",300.000 IE/ml,20 htgl a 50 ml,28101012155,"300,000,000",IUM,"1,000,000"
90530,"Penicillinprokain ""Rosco"" Vet.","Penicillinprokain ""Rosco"" Vet.","injektionsvÃ¦ske, suspension",300.000 IE/ml,4 htgl. a 100 ml,28101012155,"300,000,000",IUM,"400,000"
90547,Xiapex,Xiapex,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning","0,9 mg",1 stk.,28104638410,0.900,MG,"1,000"
90548,"Penicillinprokain ""Rosco"" Vet.","Penicillinprokain ""Rosco"" Vet.","injektionsvÃ¦ske, suspension",300.000 IE/ml,20 htgl. a 100 ml,28101012155,"300,000,000",IUM,"2,000,000"
90555,Lomesta,Lomesta,tabletter,1 mg,100 stk. (blister),28101481091,"1,000",MG,"100,000"
90589,Vilan,Vilan,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,10 x 10 amp. a 1 ml,28100348960,"10,000",MGM,"100,000"
90605,Progynon,Progynon,tabletter,2 mg,63 stk. (3x21) (blister),28101523192,"2,000",MG,"63,000"
90612,"Losartankalium/hydrochlorthiazid ""Krka""","Losartan potassium / hydrochlorothiazide ""Krka""",filmovertrukne tabletter,"50+12,5 mg",28 stk. (blister),28104450308,,,"28,000"
90623,"Losartankalium/hydrochlorthiazid ""Krka""","Losartan potassium / hydrochlorothiazide ""Krka""",filmovertrukne tabletter,"50+12,5 mg",98 stk. (blister),28104450308,,,"98,000"
90634,"Losartankalium/hydrochlorthiazid ""Krka""","Losartan potassium / hydrochlorothiazide ""Krka""",filmovertrukne tabletter,100+25 mg,28 stk. (blister),28104450408,,,"28,000"
90635,"Galantamin ""Krka""","Galantamine ""Krka""","depotkapsler, hÃ¥rde",24 mg,84 stk. (blister),28104685210,"24,000",MG,"84,000"
90645,"Losartankalium/hydrochlorthiazid ""Krka""","Losartan potassium / hydrochlorothiazide ""Krka""",filmovertrukne tabletter,100+25 mg,98 stk. (blister),28104450408,,,"98,000"
90647,Inderal Retard,Inderal Retard,"depotkapsler, hÃ¥rde",80 mg,30 stk.,28101146183,"80,000",MG,"30,000"
90662,Nasacort,Nasacort,"nÃ¦sespray, suspension",55 mikg/dosis,120 doser,28101904897,"55,000",RGD,"120,000"
90670,Roceron-A,Roceron-A,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning",3 Mill. IE/ml,5 htgl. + solvens,28101280686,"3,000",MIM,"5,000"
90696,Roceron-A,Roceron-A,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning","4,5 Mill. IE/ml",5 htgl.,28101434891,"4,500",MIM,"5,000"
90712,Progynon,Progynon,tabletter,2 mg,100 stk.,28101523192,"2,000",MG,"100,000"
90715,"Cetirizin ""Mylan""","Cetirizine ""Mylan""",filmovertrukne tabletter,10 mg,14 stk. (blister),28103238801,"10,000",MG,"14,000"
90724,"Cetirizin ""Mylan""","Cetirizine ""Mylan""",filmovertrukne tabletter,10 mg,20 stk. (blister),28103238801,"10,000",MG,"20,000"
90746,Hexasoptin,Hexasoptin,overtrukne tabletter,40 mg,100 stk.,28101182484,"40,000",MG,"100,000"
90752,"Pioglitazon ""Orion""","Pioglitazone ""Orion""",tabletter,30 mg,98 stk. (blister),28104778110,"30,000",MG,"98,000"
90753,Hexasoptin,Hexasoptin,overtrukne tabletter,40 mg,1000 stk. (10x100),28101182484,"40,000",MG,"1,000,000"
90761,Hexasoptin,Hexasoptin,overtrukne tabletter,80 mg,30 stk.,28101182584,"80,000",MG,"30,000"
90779,Hexasoptin,Hexasoptin,overtrukne tabletter,80 mg,100 stk.,28101182584,"80,000",MG,"100,000"
90787,Hexasoptin,Hexasoptin,overtrukne tabletter,80 mg,1000 stk. (10x100),28101182584,"80,000",MG,"1,000,000"
90795,Canesten,Canesten,vagitorier,100 mg,6 stk.,28101459291,"100,000",MG,"6,000"
90803,Canesten,Canesten,vagitorier,500 mg,1 stk.,28101459391,"500,000",MG,"1,000"
90811,Hexasoptin,Hexasoptin,overtrukne tabletter,120 mg,30 stk.,28101182684,"120,000",MG,"30,000"
90827,Temomedac,Temomedac,"kapsler, hÃ¥rde",5 mg,5 stk,28104488809,"5,000",MG,"5,000"
90829,Hexasoptin,Hexasoptin,overtrukne tabletter,120 mg,100 stk.,28101182684,"120,000",MG,"100,000"
90837,Hexasoptin,Hexasoptin,overtrukne tabletter,120 mg,1000 stk (10x100),28101182684,"120,000",MG,"1,000,000"
90838,Temomedac,Temomedac,"kapsler, hÃ¥rde",20 mg,5 stk.,28104488909,"20,000",MG,"5,000"
90845,Roceron-A,Roceron-A,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning",9 Mill. IE/ml,5 htgl.,28101280786,"9,000",MIM,"5,000"
90852,Renitec,Renitec,tabletter,20 mg,98 stk. (blister),28101692994,"20,000",MG,"98,000"
90860,Quitaxon,Quitaxon,tabletter,50 mg,30 stk.,28100601771,"50,000",MG,"30,000"
90862,Temomedac,Temomedac,"kapsler, hÃ¥rde",100 mg,5 stk,28104489009,"100,000",MG,"5,000"
90873,Temomedac,Temomedac,"kapsler, hÃ¥rde",140 mg,5 stk,28104489109,"140,000",MG,"5,000"
90884,Temomedac,Temomedac,"kapsler, hÃ¥rde",180 mg,5 stk.,28104489209,"180,000",MG,"5,000"
90894,Insulatard-x,Insulatard-x,injektionsvÃ¦ske,100 I.E./ML,"5 cylinderamp.a 2,5 ml",28101190684,"100,000",IUM,"12,500"
90895,Temomedac,Temomedac,"kapsler, hÃ¥rde",250 mg,5 stk.,28104489309,"250,000",MG,"5,000"
90904,"Carvedilol ""Aurobindo""","Carvedilol ""Aurobindo""",filmovertrukne tabletter,"6,25 mg",30 stk. (blister),28105005311,"6,250",MG,"30,000"
90952,Folimet,Folimet,tabletter,1 mg,100 stk.,28103160800,"1,000",MG,"100,000"
90961,Folimet,Folimet,tabletter,5 mg,100 stk.,28100715276,"5,000",MG,"100,000"
90977,Canesten,Canesten,vaginalcreme,1%,1 tube a 50 g m. 6 eng.applik.,28101459191,"1,000",PC,"50,000"
90979,Anatera,Fluorescite,"injektionsvÃ¦ske, oplÃ¸sning",100 mg/ml,12 x 5 ml,28103992906,"100,000",MGM,"60,000"
90985,Canesten,Canesten,creme,1%,Tube a 20 g,28101459091,"1,000",PC,"20,000"
90988,Zelitrex,Zelitrex,filmovertrukne tabletter,500 mg,10 stk. (blister),28103959806,"500,000",MG,"10,000"
90993,Betoptic,Betoptic,Ã¸jendrÃ¥ber,5 mg/ml,5 ml,28101458891,"5,000",MGM,"5,000"
90997,"Venlafaxin ""Krka""","Venlafaxine ""Krka""","depotkapsler, hÃ¥rde",150 mg,28 stk. (blister),28103904306,"150,000",MG,"28,000"
91006,"Venlafaxin ""Krka""","Venlafaxine ""Krka""","depotkapsler, hÃ¥rde",150 mg,98 stk. (blister),28103904306,"150,000",MG,"98,000"
91009,Berodual,Berodual,"inhalationsspray, suspension",,300 doser (15 ml),28101458791,,,"300,000"
91015,"Venlafaxin ""Krka""","Venlafaxine ""Krka""","depotkapsler, hÃ¥rde","37,5 mg",28 stk. (blister),28103904106,"37,500",MG,"28,000"
91016,Telzir,Telzir,filmovertrukne tabletter,700 mg,60 stk.,28103468703,"700,000",MG,"60,000"
91025,"Amoxicillin ""Merck NM""","Amoxicillin ""Merck NM""","kapsler, hÃ¥rde",375 mg,100 stk.,28101264486,"375,000",MG,"100,000"
91033,Lomesta,Lomesta,tabletter,"2,5 mg",20 stk. (blister),28101481191,"2,500",MG,"20,000"
91034,"Venlafaxin ""Krka""","Venlafaxine ""Krka""","depotkapsler, hÃ¥rde",75 mg,28 stk. (blister),28103904206,"75,000",MG,"28,000"
91041,Lomesta,Lomesta,tabletter,"2,5 mg",50 stk. (blister),28101481191,"2,500",MG,"50,000"
91043,"Venlafaxin ""Krka""","Venlafaxine ""Krka""","depotkapsler, hÃ¥rde",75 mg,98 stk. (blister),28103904206,"75,000",MG,"98,000"
91044,"Diclofenac Rapid ""Actavis""","Diclofenac Rapid ""Actavis""",filmovertrukne tabletter,50 mg,10 stk. (blister),28103307301,"50,000",MG,"10,000"
91050,"Galantamin ""Teva""","Galantamine ""Teva""","depotkapsler, hÃ¥rde",16 mg,28 stk. (blister),28104667610,"16,000",MG,"28,000"
91052,Aivlosin,Aivlosin,oralt pulver,"8,5 mg/g",3 kg,28103778505,"8,500",MGG,"3,000"
91055,"Diclofenac Rapid ""Actavis""","Diclofenac Rapid ""Actavis""",filmovertrukne tabletter,50 mg,30 stk. (blister),28103307301,"50,000",MG,"30,000"
91066,Lomesta,Lomesta,tabletter,"2,5 mg",100 stk. (blister),28101481191,"2,500",MG,"100,000"
91067,"Diclofenac Rapid ""Actavis""","Diclofenac Rapid ""Actavis""",filmovertrukne tabletter,50 mg,100 stk. (blister),28103307301,"50,000",MG,"100,000"
91071,"Ramipril ""Krka""","Ramipril ""Krka""",tabletter,5 mg,30 stk. (blister),28104710210,"5,000",MG,"30,000"
91074,Atrinord Vet.,Atrinord Vet.,injektionsvÃ¦ske (vaccine),10.000 enh./ml,12 x 100 ml,28101205585,"10,000,000",UML,"1,200,000"
91096,Cetrotide,Cetrotide,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning","0,25 mg",1 sÃ¦t (Paranova),28103011698,0.250,MG,"1,000"
91124,Primperan,Primperan,infusionskoncentrat,100 mg/ml,10 amp. a 1 ml,28101173283,"100,000",MGM,"10,000"
91132,Pleurinord Vet.,Pleurinord Vet.,injektionsvÃ¦ske (vaccine),,12 x 100 ml,28100984978,,,"1,200,000"
91170,"Ciprofloxacin ""Teva""","Ciprofloxacin ""Teva""",filmovertrukne tabletter,250 mg,10 stk. (blilster),28103975906,"250,000",MG,"10,000"
91179,"Ciprofloxacin ""Teva""","Ciprofloxacin ""Teva""",filmovertrukne tabletter,250 mg,20 stk. (blister),28103975906,"250,000",MG,"20,000"
91188,"Ciprofloxacin ""Teva""","Ciprofloxacin ""Teva""",filmovertrukne tabletter,250 mg,100 stk. (blister),28103975906,"250,000",MG,"100,000"
91197,"Ciprofloxacin ""Teva""","Ciprofloxacin ""Teva""",filmovertrukne tabletter,500 mg,10 stk. (blister),28103976006,"500,000",MG,"10,000"
91200,Amoxival Vet.,Amoxival Vet.,tabletter,200 mg,100 stk. (blister) (10x10),28104064707,"200,000",MG,"100,000"
91206,"Ciprofloxacin ""Teva""","Ciprofloxacin ""Teva""",filmovertrukne tabletter,500 mg,20 stk. (blister),28103976006,"500,000",MG,"20,000"
91211,Amoxival Vet.,Amoxival Vet.,tabletter,400 mg,100 stk. (blister) (10x10),28104064807,"400,000",MG,"100,000"
91216,"Ciprofloxacin ""Teva""","Ciprofloxacin ""Teva""",filmovertrukne tabletter,500 mg,100 stk. (blister),28103976006,"500,000",MG,"100,000"
91231,Alorbat,Alorbat,injektionsvÃ¦ske,,"1 engangssprÃ¸jte a 0,5 ml",28100663975,,,0.500
91244,Cayston,Cayston,pulver og solvens til oplÃ¸sning til nebulisator,75 mg,84 stk.,28104322508,"75,000",MG,"84,000"
91264,Hexasoptin,Hexasoptin,"injektionsvÃ¦ske, oplÃ¸sning","2,5 mg/ml",10 x 2 ml,28101182384,"2,500",MGM,"20,000"
91266,Isovorin,Isovorin,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,"2,5 ml",28101714194,"10,000",MGM,"2,500"
91277,Isovorin,Isovorin,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,5 ml,28101714194,"10,000",MGM,"5,000"
91289,Isovorin,Isovorin,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,"17,5 ml",28101714194,"10,000",MGM,"17,500"
91306,"Oxcarbazepin ""Mylan""","Oxcarbazepine ""Mylan""",filmovertrukne tabletter,300 mg,50 stk. (blister),28103881805,"300,000",MG,"50,000"
91308,Hexokain,Hexokain,sugetabletter,,40 stk.,28101063881,0.000,,"40,000"
91309,Granon,Granon,brusetabletter,600 mg,10 stk.,28105040812,"600,000",MG,"10,000"
91315,"Oxcarbazepin ""Mylan""","Oxcarbazepine ""Mylan""",filmovertrukne tabletter,600 mg,50 stk. (blister),28103881905,"600,000",MG,"50,000"
91319,Zonegran,Zonegran,"kapsler, hÃ¥rde",25 mg,56 stk. (blister) (COPHARMA),28103610903,"25,000",MG,"56,000"
91323,Pinex,Pinex,filmovertrukne tabletter,500 mg,10 stk. (blister),28103888005,"500,000",MG,"10,000"
91328,Fosrenol,Fosrenol,tyggetabletter,750 mg,90 stk.,28104690810,"750,000",MG,"90,000"
91330,Medicreme,Medi Cream,creme,5%,60 g,28101059180,"5,000",PC,"60,000"
91345,Ritalin Uno,Ritalin Uno,"kapsler med modificeret udlÃ¸sning, hÃ¥rde",10 mg,30 stk.,28104466208,"10,000",MG,"30,000"
91447,Leucovorin,leucovorin,"pulver til injektionsvÃ¦ske, oplÃ¸sning",15 mg,1 htgl.,28101200984,"15,000",MG,"1,000"
91468,"Esomeprazol ""A-Pharma""","Esomeprazole ""A-Pharma""",enterotabletter,20 mg,60 stk. (blister),28105037812,"20,000",MG,"60,000"
91479,"Alprazolam ""Orifarm""","Alprazolam ""Orifarm""",tabletter,"0,25 mg",20 stk. (blister),28103485703,0.250,MG,"20,000"
91490,"Alprazolam ""Orifarm""","Alprazolam ""Orifarm""",tabletter,"0,25 mg",50 stk. (blister),28103485703,0.250,MG,"50,000"
91493,Trajenta,Trajenta,filmovertrukne tabletter,5 mg,30 stk. (blister),28104740710,"5,000",MG,"30,000"
91501,"Alprazolam ""Orifarm""","Alprazolam ""Orifarm""",tabletter,"0,25 mg",100 stk. (blister),28103485703,0.250,MG,"100,000"
91513,"Alprazolam ""Orifarm""","Alprazolam ""Orifarm""",tabletter,"0,5 mg",20 stk. (blister),28103485803,0.500,MG,"20,000"
91525,"Alprazolam ""Orifarm""","Alprazolam ""Orifarm""",tabletter,"0,5 mg",50 stk. (blister),28103485803,0.500,MG,"50,000"
91536,"Alprazolam ""Orifarm""","Alprazolam ""Orifarm""",tabletter,"0,5 mg",100 stk. (blister),28103485803,0.500,MG,"100,000"
91538,"Glucos. ""B. Braun""","Glucos. ""B. Braun""","infusionsvÃ¦ske, oplÃ¸sning",50 mg/ml,10 x 500 ml,28101334088,"50,000",MGM,"5,000,000"
91544,Gabaratio,Gabaratio,"kapsler, hÃ¥rde",300 mg,100 stk. (blister),28103380502,"300,000",MG,"100,000"
91545,Duvaxyn Vet.,Duvaxyn Vet.,"injektionsvÃ¦ske, suspension",,10 x 1 dose,28101929397,,,"10,000"
