atc_concept_code,atc_concept_name,atc_concept_id,ingredient_concept_code,ingredient_concept_name,ingredient_concept_id,standard_concept,relationship_ids,n_relationships
C09CA01,losartan,21601824,52175,Losartan,1367500,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01BA14,loteprednol,21603631,52177,loteprednol etabonate,967562,S,Inferred class of,1
S01BA14,loteprednol,21603631,237027,Loteprednol,992127,S,"ATC - RxNorm,Inferred class of,Maps to",3
C10AA02,lovastatin,21601857,6472,Lovastatin,1592085,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AH01,loxapine,21604541,6475,Loxapine,792263,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AX03,lubiprostone,21600599,623033,lubiprostone,987366,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AE05,lurasidone,43534827,1040028,lurasidone,40230761,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03GA07,lutropin alfa,21602605,388084,Lutropin alfa,1543112,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01AA04,lymecycline,21602802,6513,Lymecycline,19092353,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03DC03,lynestrenol,21602554,6529,Lynestrenol,19092358,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03AC02,lynestrenol,21602498,6529,Lynestrenol,19092358,S,"ATC - RxNorm,Inferred class of,Maps to",3
H01BA03,lypressin,21602701,6531,lypressin,19092373,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05XB03,lysine,21601218,6536,Lysine,19092377,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AX02,lysozyme,21603190,1426865,lysozyme,43532424,S,"ATC - RxNorm,Maps to",2
D06BB07,lysozyme,21602089,1426865,lysozyme,43532424,S,"ATC - RxNorm,Maps to",2
C02KX04,macitentan,43534769,1442132,Macitentan,44507580,S,"ATC - RxNorm,Maps to",2
A06AD15,macrogol,21600575,8516,Polyethylene Glycols,948515,S,"ATC - RxNorm,Maps to",2
A06AD15,macrogol,21600575,221147,POLYETHYLENE GLYCOL 3350,986417,S,Inferred class of,1
D06BA03,mafenide,21602077,6572,Mafenide,992716,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02AD02,magaldrate,21600070,29151,magaldrate,908360,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CC30,magnesium (different salts in combination),21600903,1167,Aspartate Magnesium Hydrochloride,19011092,S,Inferred class of,1
A12CC30,magnesium (different salts in combination),21600903,142131,Magnesium Aspartate,19019131,S,Inferred class of,1
A12CC30,magnesium (different salts in combination),21600903,486895,magnesium amino acid chelate,19060896,S,Inferred class of,1
A12CC05,magnesium aspartate,21600897,1167,Aspartate Magnesium Hydrochloride,19011092,S,Inferred class of,1
A12CC05,magnesium aspartate,21600897,142131,Magnesium Aspartate,19019131,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD01,magnesium carbonate,21600566,29155,magnesium carbonate,908464,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02AA01,magnesium carbonate,21600049,29155,magnesium carbonate,908464,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CC01,magnesium chloride,21600893,6579,Magnesium Chloride,19092849,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05XA11,magnesium chloride,21601206,6579,Magnesium Chloride,19092849,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD19,magnesium citrate,21600579,52356,magnesium citrate,967861,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CC04,magnesium citrate,21600896,52356,magnesium citrate,967861,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05CB03,magnesium citrate,21601182,52356,magnesium citrate,967861,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CC03,magnesium gluconate,21600895,52358,MAGNESIUM GLUCONATE,19067971,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04BX01,magnesium hydroxide,21602658,6581,Magnesium Hydroxide,992956,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02AA04,magnesium hydroxide,21600052,6581,Magnesium Hydroxide,992956,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CC06,magnesium lactate,21600898,214688,Magnesium lactate,19051926,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CC09,magnesium orotate,21600901,139233,magnesium orotate,19016889,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CC10,magnesium oxide,21600902,6582,Magnesium Oxide,993631,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD02,magnesium oxide,21600567,6582,Magnesium Oxide,993631,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02AA02,magnesium oxide,21600050,6582,Magnesium Oxide,993631,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD03,magnesium peroxide,21600568,1666106,magnesium peroxide,46287505,S,"ATC - RxNorm,Maps to",2
A02AA03,magnesium peroxide,21600051,1666106,magnesium peroxide,46287505,S,"ATC - RxNorm,Maps to",2
B05XA10,magnesium phosphate,21601205,29164,magnesium phosphate,19071991,S,"ATC - RxNorm,Maps to",2
A12CC08,magnesium pidolate,21600900,116240,Magnesium Pidolate,19012660,,ATC - RxNorm,1
A02AA05,magnesium silicate,21600053,1310566,Magnesium silicate,42899326,S,"ATC - RxNorm,Maps to",2
A02AA05,magnesium silicate,21600053,29170,magnesium trisilicate,908730,S,Inferred class of,1
B05XA05,magnesium sulfate,21601200,6585,Magnesium Sulfate,19093848,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CC02,magnesium sulfate,21600894,6585,Magnesium Sulfate,19093848,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD04,magnesium sulfate,21600569,6585,Magnesium Sulfate,19093848,S,"ATC - RxNorm,Inferred class of,Maps to",3
D11AX05,magnesium sulfate,21602346,6585,Magnesium Sulfate,19093848,S,"ATC - RxNorm,Inferred class of,Maps to",3
V04CC02,magnesium sulfate,21605305,6585,Magnesium Sulfate,19093848,S,"ATC - RxNorm,Inferred class of,Maps to",3
P03AX03,malathion,21604992,6606,Malathion,993979,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05CA06,mandelic acid,21601174,29256,mandelic acid,19008870,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01XX06,mandelic acid,21603066,29256,mandelic acid,19008870,S,"ATC - RxNorm,Inferred class of,Maps to",3
V08CA05,mangafodipir,21605424,236987,MANGAFODIPIR,19092105,S,"ATC - RxNorm,Inferred class of,Maps to",3
C08CA11,manidipine,21601757,29275,manidipine,19071995,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05BC01,mannitol,21601165,6628,Mannitol,994058,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05CB16,mannitol,40254176,6628,Mannitol,994058,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05CX04,mannitol,21601189,6628,Mannitol,994058,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AD16,mannitol,21600576,6628,Mannitol,994058,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AA21,maprotiline,21604707,6646,Maprotiline,794147,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AX09,maraviroc,21603195,620216,maraviroc,1787101,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XX10,masoprocol,21603791,227239,Masoprocol,988447,S,"ATC - RxNorm,Inferred class of,Maps to",3
A08AA05,mazindol,21600686,6664,Mazindol,794229,S,"ATC - RxNorm,Inferred class of,Maps to",3
J07BD52,"measles, combinations with mumps and rubella, live attenuated",21601344,798372,"Mumps Virus Vaccine Live, Jeryl Lynn Strain",529713,S,Inferred class of,1
J07BD01,"measles, live attenuated",21601342,6669,Measles Vaccine,594249,S,Inferred class of,1
J07BD01,"measles, live attenuated",21601342,235574,"MEASLES VIRUS VACCINE,LIVE ATTENUATED",590675,S,"ATC - RxNorm,Maps to",2
P02CA01,mebendazole,21604941,6672,Mebendazole,1794280,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03AA04,mebeverine,21600132,29410,mebeverine,19008994,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AX15,mebhydrolin,21603515,29411,mebhydroline,19008999,S,"ATC - RxNorm,Maps to",2
C02BB01,mecamylamine,21600407,6673,Mecamylamine,1394333,S,"ATC - RxNorm,Inferred class of,Maps to",3
H01AC03,mecasermin,21602692,274403,mecasermin,1502877,S,"ATC - RxNorm,Inferred class of,Maps to",3
H01AC05,mecasermin rinfabate,21602694,616877,mecasermin rinfabate,1586449,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CA11,mecillinam,21602830,626,Amdinocillin,19123877,S,"ATC - RxNorm,Maps to",2
D10AF04,meclocycline,21602308,29418,meclocycline,19009022,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AG04,meclofenamic acid,21603990,588003,Meclofenamate,1180182,S,Inferred class of,1
M02AA18,meclofenamic acid,21604054,6678,Meclofenamic Acid,19125097,S,"ATC - RxNorm,Maps to",2
M01AG04,meclofenamic acid,21603990,6678,Meclofenamic Acid,19125097,S,"ATC - RxNorm,Maps to",2
N06BX01,meclofenoxate,21604769,2228,Meclofenoxate,19052682,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AE05,meclozine,21603495,6676,Meclizine,994341,S,"ATC - RxNorm,Inferred class of,Maps to",3
B03BA05,mecobalamin,21601125,29421,mecobalamin,19009025,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05BA03,medazepam,21604568,6680,Medazepam,19125106,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AN05,medical air,21605290,411,Air,19103572,S,"ATC - RxNorm,Maps to",2
A07BA01,medicinal charcoal,21600629,272,Activated Charcoal,1701928,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07BA51,"medicinal charcoal, combinations",21600630,272,Activated Charcoal,1701928,S,Inferred class of,1
N06AX13,medifoxamine,21604742,29434,medifoxamine,19072021,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03DB03,medrogestone,21602546,6690,Medrogestone,19000207,S,"ATC - RxNorm,Inferred class of,Maps to",3
L02AB02,medroxyprogesterone,21603821,6691,Medroxyprogesterone,1500211,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03DA02,medroxyprogesterone,21602540,6691,Medroxyprogesterone,1500211,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03AC06,medroxyprogesterone,21602502,6691,Medroxyprogesterone,1500211,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01BA08,medrysone,21603625,29439,medrysone,909021,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AG01,mefenamic acid,21603987,257844,Mefenamate,1197736,S,Inferred class of,1
M01AG01,mefenamic acid,21603987,6693,Mefenamic Acid,19125195,,ATC - RxNorm,1
A08AA09,mefenorex,21600690,29444,mefenorex,19072023,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01BC02,mefloquine,21604898,6694,Mefloquine,19000498,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03BA05,mefruside,21601494,6696,Mefruside,19000556,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03AC05,megestrol,21602501,6703,Megestrol,1300978,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03DB02,megestrol,21602545,6703,Megestrol,1300978,S,"ATC - RxNorm,Inferred class of,Maps to",3
L02AB01,megestrol,21603820,6703,Megestrol,1300978,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01CB01,meglumine antimonate,21604915,319866,meglumine antimoniate,19082764,S,"ATC - RxNorm,Maps to",2
N05CH01,melatonin,21604659,38022,theanine,19100575,S,Inferred class of,1
N05CH01,melatonin,21604659,259421,KAVA ROOT,1398693,S,Inferred class of,1
N05CH01,melatonin,21604659,6711,Melatonin,1301152,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AA14,melitracen,21604701,446248,MELITRACEN,19110751,S,"ATC - RxNorm,Maps to",2
M01AC06,meloxicam,21603965,41493,meloxicam,1150345,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AD03,melperone,21604518,29961,metylperon,19072088,S,"ATC - RxNorm,Maps to",2
L01AA03,melphalan,21601392,6718,Melphalan,1301267,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06DX01,memantine,21604799,6719,Memantine,701322,S,"ATC - RxNorm,Inferred class of,Maps to",3
B02BA02,menadione,21601046,29491,menadiol,19009057,S,Inferred class of,1
B02BA02,menadione,21601046,6728,Vitamin K 3,19001579,S,"ATC - RxNorm,Maps to",2
J07AH04,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen",21601299,29501,meningococcal group A polysaccharide,509079,S,Inferred class of,1
P01AX05,mepacrine,21604878,9061,Quinacrine,19060400,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03AB12,mepenzolate,21600151,107770,Mepenzolate,904704,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03BX06,mephenesin,21604120,6755,Mephenesin,19002662,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01CA11,mephentermine,21600291,6756,Mephentermine,19002664,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AB04,mephenytoin,21604401,6757,Mephenytoin,702661,S,"ATC - RxNorm,Inferred class of,Maps to",3
C07AA14,mepindolol,21601674,29518,mepindolol,19072028,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01BB03,mepivacaine,21604231,6759,Mepivacaine,702774,S,"ATC - RxNorm,Inferred class of,Maps to",3
H02AB15,meprednisone,21602743,29523,meprednisone,19009116,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05BC01,meprobamate,21604594,6760,Meprobamate,702865,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02AX05,meptazinol,21604300,6761,Meptazinol,19003010,S,"ATC - RxNorm,Inferred class of,Maps to",3
D04AA02,mepyramine,21602006,9009,Pyrilamine,1159811,S,"ATC - RxNorm,Maps to",2
R06AC01,mepyramine,21603471,9009,Pyrilamine,1159811,S,"ATC - RxNorm,Inferred class of,Maps to",3
D11AX06,mequinol,21602347,15080,mequinol,920113,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AD07,mequitazine,21603486,29528,mequitazine,19009145,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01XA21,mercaptamine,43534866,3022,Cysteamine,910888,S,"ATC - RxNorm,Inferred class of,Maps to",3
A16AA04,mercaptamine,21600938,3022,Cysteamine,910888,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01BB02,mercaptopurine,21601428,103,mercaptopurine,1436650,S,"ATC - RxNorm,Inferred class of,Maps to",3
D08AK03,mercuric chloride,21602243,1311634,Mercuric chloride,42899414,S,"ATC - RxNorm,Maps to",2
D08AK30,mercuric iodide,21602247,1426941,mercuric iodide,43532441,S,"ATC - RxNorm,Maps to",2
D08AK04,mercurochrome,21602244,6762,Merbromin,1703026,S,Inferred class of,1
J01DH02,meropenem,21602921,29561,meropenem,1709170,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03BC01,mersalyl,21601510,6774,Mersalyl,19003070,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07EC02,mesalazine,21600664,52582,mesalamine,968426,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05CB05,mesna,21603384,44,Mesna,1354698,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AF01,mesna,21605269,44,Mesna,1354698,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AC03,mesoridazine,21604513,6779,Mesoridazine,703083,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03BB01,mesterolone,21602512,6781,Mesterolone,19003140,S,"ATC - RxNorm,Inferred class of,Maps to",3
D10AB05,mesulfen,21602291,29584,mesulfen,19072051,S,"ATC - RxNorm,Inferred class of,Maps to",3
P03AA03,mesulfen,21604972,29584,mesulfen,19072051,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AD03,mesuximide,21604412,47858,methsuximide,759401,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01AA05,metacycline,21602803,6812,Methacycline,19003644,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06BA03,metamfetamine,21604756,6816,Methamphetamine,704053,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02BB02,metamizole sodium,21604331,1537943,METAMIZOLE SODIUM,46274898,,ATC - RxNorm,1
J01CA14,metampicillin,21602833,29629,methampicillin,19072054,S,"ATC - RxNorm,Maps to",2
A14AA03,metandienone,21600919,6818,Methandrostenolone,19004098,S,"ATC - RxNorm,Maps to",2
D11AE01,metandienone,21602335,6818,Methandrostenolone,19004098,S,"ATC - RxNorm,Maps to",2
C01CA09,metaraminol,21600289,6805,Metaraminol,19003303,S,"ATC - RxNorm,Inferred class of,Maps to",3
A14AA04,metenolone,21600920,6833,Methenolone,19004621,S,"ATC - RxNorm,Maps to",2
G02CB05,metergoline,21602462,6834,Metergoline,19004626,S,"ATC - RxNorm,Inferred class of,Maps to",3
A10BA02,metformin,21600747,6809,Metformin,1503297,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07BC02,methadone,21604827,6813,Methadone,1103640,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03AB07,methantheline,21600146,6821,methantheline,19004153,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AC05,methapyrilene,21603475,6822,Methapyrilene,19004158,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CM01,methaqualone,21604662,6823,Methaqualone,19004160,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AA30,metharbital,21604396,6825,metharbital,19004254,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01EC05,methazolamide,21603697,6826,Methazolamide,904250,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AD04,methdilazine,21603483,29648,methdilazine,19009250,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01XX05,methenamine,21603065,6832,Methenamine,904356,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01XX05,methenamine,21603065,36122,phenyl salicylate,937712,S,Inferred class of,1
V03AB26,methionine,21605251,6837,Methionine,19004724,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03BA03,methocarbamol,21604095,6845,Methocarbamol,704943,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01AF01,methohexital,21604195,6847,Methohexital,19005015,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CA15,methohexital,21604620,6847,Methohexital,19005015,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02AA06,methoserpidine,21600389,235829,METHOSERPIDINE,19055531,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AX03,methotrexate,21603929,6851,Methotrexate,1305058,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01BA01,methotrexate,21601423,6851,Methotrexate,1305058,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01CA10,methoxamine,21600290,6853,Methoxamine,19005208,S,"ATC - RxNorm,Inferred class of,Maps to",3
D05BA02,methoxsalen,21602047,6854,Methoxsalen,905223,S,"ATC - RxNorm,Inferred class of,Maps to",3
D05AD02,methoxsalen,21602036,6854,Methoxsalen,905223,S,"ATC - RxNorm,Inferred class of,Maps to",3
B03XA03,methoxy polyethylene glycol-epoetin beta,21601135,729596,Methoxy polyethylene glycol-epoetin beta,19015768,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02BG09,methoxyflurane,21604362,6857,Methoxyflurane,19005257,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03CB02,methoxyphenamine,21603307,29704,methoxyphenamine,19009365,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03AA08,methyclothiazide,21601471,6860,Methyclothiazide,905273,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XD03,methyl aminolevulinate,21603767,337068,methyl 5-aminolevulinate,19025194,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AC06,methylcellulose,21600559,6873,Methylcellulose,905371,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02AB01,methyldopa (levorotatory),21600395,6876,Methyldopa,1305447,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02AB01,methyldopa (levorotatory),21600395,6877,Methyldopate,1305496,S,Inferred class of,1
G02AB01,methylergometrine,21602432,6883,Methylergonovine,1305637,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AH01,methylnaltrexone bromide,21600594,29899,methylnaltrexone,909841,S,Inferred class of,1
A06AH01,methylnaltrexone bromide,21600594,979111,Methylnaltrexone bromide,46274189,,ATC - RxNorm,1
N06BA04,methylphenidate,21604757,6901,Methylphenidate,705944,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AA01,methylphenobarbital,21604392,6758,Mephobarbital,702685,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07AA01,methylprednisolone,21602101,6902,Methylprednisolone,1506270,S,"ATC - RxNorm,Inferred class of,Maps to",3
H02AB04,methylprednisolone,21602732,6902,Methylprednisolone,1506270,S,"ATC - RxNorm,Inferred class of,Maps to",3
D10AA02,methylprednisolone,21602285,6902,Methylprednisolone,1506270,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07AC14,methylprednisolone aceponate,21602133,62136,methylprednisolone aceponate,19123867,,ATC - RxNorm,1
G01AX09,methylrosaniline,21602416,4778,Gentian Violet,959362,S,Inferred class of,1
D01AE02,methylrosaniline,21601941,4778,Gentian Violet,959362,S,Inferred class of,1
S01FA03,methylscopolamine,21605062,89785,Methscopolamine,1158632,S,"ATC - RxNorm,Maps to",2
A03BB03,methylscopolamine,21600198,89785,Methscopolamine,1158632,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03BA02,methyltestosterone,21602509,6904,Methyltestosterone,1506602,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03EK01,methyltestosterone,21602565,6904,Methyltestosterone,1506602,S,"ATC - RxNorm,Inferred class of,Maps to",3
V04CG05,methylthioninium chloride,21605323,6878,Methylene blue,905518,S,"ATC - RxNorm,Maps to",2
V03AB17,methylthioninium chloride,21605242,6878,Methylene blue,905518,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CE02,methyprylon,21604651,6910,Methyprylon,19006742,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02CA04,methysergide,21604368,6911,Methysergide,1106740,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CF03,meticillin,21602855,267073,Methicillin Sodium,19001323,S,Inferred class of,1
C01AA08,metildigoxin,21600237,6686,Medigoxin,19094483,S,"ATC - RxNorm,Maps to",2
S01ED04,metipranolol,21603702,10824,Metipranolol,905531,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02KB01,metirosine,21600442,266604,Metyrosine,1401581,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04AA03,metixene,21604448,29682,methixene,19072058,S,"ATC - RxNorm,Maps to",2
