vnr,Danish name,Active Substance,frequency,drugid,atccode,rxnorm_id,ingredient_concept_id,ingredient_concept_name
61481,Livial,TIBOLON,77,28101213685,G03CX01,38260,19041933,tibolone
47894,Livostin,,81,28101894297,,,,
5143,Livostin,,37,28101894297,,,,
44107,Locasyn Nasal,,57,28100974178,,,,
49551,Loceryl,Amorolfinhydrochlorid,40,28101410090,D01AE16,17804,19032619,Amorolfine
143677,Locoid,HYDROCORTISONBUTYRAT,363,28100599671,D07AB02,5492,975125,Hydrocortisone
143677,Locoid,HYDROCORTISONBUTYRAT,363,28100599671,D07AB02,103468,19002396,Hydrocortisone butyrate
143727,Locoid,HYDROCORTISONBUTYRAT,264,28100599571,D07AB02,5492,975125,Hydrocortisone
20444,Locoid,HYDROCORTISONBUTYRAT,1489,28100599671,D07AB02,5492,975125,Hydrocortisone
89615,Locoid,,66,28101460291,,,,
143685,Locoid,HYDROCORTISONBUTYRAT,714,28100599671,D07AB02,103468,19002396,Hydrocortisone butyrate
563485,Locoid,HYDROCORTISONBUTYRAT,54,28105007612,D07AB02,103468,19002396,Hydrocortisone butyrate
143685,Locoid,HYDROCORTISONBUTYRAT,714,28100599671,D07AB02,5492,975125,Hydrocortisone
586180,Locoid,HYDROCORTISONBUTYRAT,50,28100599671,D07AB02,5492,975125,Hydrocortisone
144808,Locoid,HYDROCORTISONBUTYRAT,296,28100599471,D07AB02,5492,975125,Hydrocortisone
20457,Locoid,HYDROCORTISONBUTYRAT,272,28100599671,D07AB02,103468,19002396,Hydrocortisone butyrate
20444,Locoid,HYDROCORTISONBUTYRAT,1489,28100599671,D07AB02,103468,19002396,Hydrocortisone butyrate
144808,Locoid,HYDROCORTISONBUTYRAT,296,28100599471,D07AB02,103468,19002396,Hydrocortisone butyrate
89573,Locoid,,73,28101460191,,,,
143727,Locoid,HYDROCORTISONBUTYRAT,264,28100599571,D07AB02,103468,19002396,Hydrocortisone butyrate
20457,Locoid,HYDROCORTISONBUTYRAT,272,28100599671,D07AB02,5492,975125,Hydrocortisone
586180,Locoid,HYDROCORTISONBUTYRAT,50,28100599671,D07AB02,103468,19002396,Hydrocortisone butyrate
592253,Locoid,HYDROCORTISONBUTYRAT,35,28101504992,D07AB02,5492,975125,Hydrocortisone
592253,Locoid,HYDROCORTISONBUTYRAT,35,28101504992,D07AB02,103468,19002396,Hydrocortisone butyrate
563485,Locoid,HYDROCORTISONBUTYRAT,54,28105007612,D07AB02,5492,975125,Hydrocortisone
143719,Locoid,HYDROCORTISONBUTYRAT,36,28100599571,D07AB02,5492,975125,Hydrocortisone
143719,Locoid,HYDROCORTISONBUTYRAT,36,28100599571,D07AB02,103468,19002396,Hydrocortisone butyrate
546325,Locoid Crelo,HYDROCORTISONBUTYRAT,203,28101503692,D07AB02,103468,19002396,Hydrocortisone butyrate
164486,Locoid Crelo,HYDROCORTISONBUTYRAT,33,28104698510,D07AB02,5492,975125,Hydrocortisone
546333,Locoid Crelo,HYDROCORTISONBUTYRAT,43,28101503692,D07AB02,103468,19002396,Hydrocortisone butyrate
25174,Locoid Crelo,HYDROCORTISONBUTYRAT,53,28101503692,D07AB02,5492,975125,Hydrocortisone
25142,Locoid Crelo,HYDROCORTISONBUTYRAT,211,28101503692,D07AB02,103468,19002396,Hydrocortisone butyrate
546333,Locoid Crelo,HYDROCORTISONBUTYRAT,43,28101503692,D07AB02,5492,975125,Hydrocortisone
25174,Locoid Crelo,HYDROCORTISONBUTYRAT,53,28101503692,D07AB02,103468,19002396,Hydrocortisone butyrate
546325,Locoid Crelo,HYDROCORTISONBUTYRAT,203,28101503692,D07AB02,5492,975125,Hydrocortisone
164486,Locoid Crelo,HYDROCORTISONBUTYRAT,33,28104698510,D07AB02,103468,19002396,Hydrocortisone butyrate
25142,Locoid Crelo,HYDROCORTISONBUTYRAT,211,28101503692,D07AB02,5492,975125,Hydrocortisone
7985,Locoid Lipid,HYDROCORTISONBUTYRAT,178,28101100082,D07AB02,5492,975125,Hydrocortisone
428076,Locoid Lipid,HYDROCORTISONBUTYRAT,39,28105007712,D07AB02,5492,975125,Hydrocortisone
7985,Locoid Lipid,HYDROCORTISONBUTYRAT,178,28101100082,D07AB02,103468,19002396,Hydrocortisone butyrate
541425,Locoid Lipid,HYDROCORTISONBUTYRAT,286,28101100082,D07AB02,103468,19002396,Hydrocortisone butyrate
541417,Locoid Lipid,HYDROCORTISONBUTYRAT,144,28101100082,D07AB02,5492,975125,Hydrocortisone
22440,Locoid Lipid,HYDROCORTISONBUTYRAT,384,28101100082,D07AB02,103468,19002396,Hydrocortisone butyrate
541417,Locoid Lipid,HYDROCORTISONBUTYRAT,144,28101100082,D07AB02,103468,19002396,Hydrocortisone butyrate
22440,Locoid Lipid,HYDROCORTISONBUTYRAT,384,28101100082,D07AB02,5492,975125,Hydrocortisone
22451,Locoid Lipid,HYDROCORTISONBUTYRAT,83,28101100082,D07AB02,103468,19002396,Hydrocortisone butyrate
428076,Locoid Lipid,HYDROCORTISONBUTYRAT,39,28105007712,D07AB02,103468,19002396,Hydrocortisone butyrate
541425,Locoid Lipid,HYDROCORTISONBUTYRAT,286,28101100082,D07AB02,5492,975125,Hydrocortisone
22451,Locoid Lipid,HYDROCORTISONBUTYRAT,83,28101100082,D07AB02,5492,975125,Hydrocortisone
410332,Logimax,,36,28101463191,,,,
410282,Logimax,,90,28101463191,,,,
447466,Lomir,,98,28101326988,,,,
7278,Lomir Retard,ISRADIPIN,26,28101403490,C08CA03,33910,1326012,Isradipine
132191,Lomir Retard,,43,28101730694,,,,
403550,Lomir Retard,ISRADIPIN,43,28101403490,C08CA03,33910,1326012,Isradipine
16337,Lomir Retard,ISRADIPIN,101,28101403590,C08CA03,33910,1326012,Isradipine
403915,Lomudal,NATRIUMCROMOGLICAT,50,28100924177,S01GX01,42612,1152631,Cromolyn
570564,Lomudal,,51,28101516992,,,,
162800,Lomudal,,25,28101832296,,,,
91616,Lomudal,NATRIUMCROMOGLICAT,35,28104596809,S01GX01,42612,1152631,Cromolyn
374538,Lomudal,NATRIUMCROMOGLICAT,352,28100924177,S01GX01,42612,1152631,Cromolyn
374546,Lomudal,NATRIUMCROMOGLICAT,109,28100924177,S01GX01,42612,1152631,Cromolyn
22103,Lomudal,NATRIUMCROMOGLICAT,94,28103801177,S01GX01,42612,1152631,Cromolyn
4655,Lomudal,NATRIUMCROMOGLICAT,79,28103801177,S01GX01,42612,1152631,Cromolyn
374579,Lomudal Nasal,NATRIUMCROMOGLICAT,40,28101363689,R01AC01,42612,1152631,Cromolyn
469346,Lopid,GEMFIBROZIL,121,28101349889,C10AB04,4719,1558242,Gemfibrozil
400143,Lopid,GEMFIBROZIL,120,28101145883,C10AB04,4719,1558242,Gemfibrozil
89037,Lopid,,43,28101460391,,,,
384313,Lopid,,53,28101731494,,,,
384321,Lopid,,57,28101731594,,,,
516310,Lopid,,27,28101589294,,,,
118619,Losaprex,,27,28104246507,,,,
69433,Losaprex,,106,28103985606,,,,
84175,Losarstad Comp,"HYDROCHLORTHIAZID, LOSARTANKALIUM",32,28104382808,C09DA01,,,
144442,"Losartan ""Bluefish""",LOSARTANKALIUM,44,28104000706,C09CA01,52175,1367500,Losartan
144409,"Losartan ""Bluefish""",LOSARTANKALIUM,131,28104000606,C09CA01,52175,1367500,Losartan
373411,"Losartan ""Jubilant""",LOSARTANKALIUM,67,28104726610,C09CA01,52175,1367500,Losartan
503737,"Losartan/Hydrochlorthiazid ""Bluefish""","HYDROCHLORTHIAZID, LOSARTANKALIUM",43,28104395808,C09DA01,,,
35064,"Losartankalium ""Actavis""",LOSARTANKALIUM,156,28103857805,C09CA01,52175,1367500,Losartan
62931,"Losartankalium ""Actavis""",LOSARTANKALIUM,80,28103857505,C09CA01,52175,1367500,Losartan
375884,"Losartankalium ""Actavis""",LOSARTANKALIUM,253,28103857705,C09CA01,52175,1367500,Losartan
65286,"Losartankalium ""Krka""",LOSARTANKALIUM,186,28104477809,C09CA01,52175,1367500,Losartan
65231,"Losartankalium ""Krka""",LOSARTANKALIUM,36,28104477509,C09CA01,52175,1367500,Losartan
65253,"Losartankalium ""Krka""",LOSARTANKALIUM,26,28104477509,C09CA01,52175,1367500,Losartan
65264,"Losartankalium ""Krka""",LOSARTANKALIUM,328,28104477709,C09CA01,52175,1367500,Losartan
169673,"Losartankalium ""Orifarm""",,92,28104110407,,,,
169695,"Losartankalium ""Orifarm""",,59,28104110507,,,,
81330,"Losartankalium ""Pfizer""",LOSARTANKALIUM,89,28104185807,C09CA01,52175,1367500,Losartan
81319,"Losartankalium ""Pfizer""",LOSARTANKALIUM,127,28104185707,C09CA01,52175,1367500,Losartan
52929,"Losartankalium ""TEVA""",LOSARTANKALIUM,284,28103958606,C09CA01,52175,1367500,Losartan
52953,"Losartankalium ""TEVA""",LOSARTANKALIUM,80,28103958706,C09CA01,52175,1367500,Losartan
52918,"Losartankalium ""TEVA""",LOSARTANKALIUM,30,28103958606,C09CA01,52175,1367500,Losartan
149281,"Losartankalium/Hydrochlorthiazid ""Medical Valley""","HYDROCHLORTHIAZID, LOSARTANKALIUM",38,28104035506,C09DA01,,,
126153,"Losartankalium/Hydrochlorthiazid ""Medical Valley""","HYDROCHLORTHIAZID, LOSARTANKALIUM",32,28104035406,C09DA01,,,
156764,"Losartankalium/Hydrochlorthiazid ""Orifarm""",,33,28104130707,,,,
156741,"Losartankalium/Hydrochlorthiazid ""Orifarm""",,26,28104130607,,,,
67059,"Losartankalium/hydrochlorthiazid ""Actavis""","HYDROCHLORTHIAZID, LOSARTANKALIUM",39,28104508209,C09DA01,,,
185237,"Losartankalium/hydrochlorthiazid ""Actavis""","HYDROCHLORTHIAZID, LOSARTANKALIUM",55,28104508309,C09DA01,,,
31099,"Losartankalium/hydrochlorthiazid ""Krka""","HYDROCHLORTHIAZID, LOSARTANKALIUM",87,28104559909,C09DA01,,,
90645,"Losartankalium/hydrochlorthiazid ""Krka""","HYDROCHLORTHIAZID, LOSARTANKALIUM",301,28104450408,C09DA01,,,
90623,"Losartankalium/hydrochlorthiazid ""Krka""","HYDROCHLORTHIAZID, LOSARTANKALIUM",265,28104450308,C09DA01,,,
52895,"Losartankalium/hydrochlorthiazid ""Teva""","HYDROCHLORTHIAZID, LOSARTANKALIUM",60,28103938806,C09DA01,,,
52862,"Losartankalium/hydrochlorthiazid ""Teva""","HYDROCHLORTHIAZID, LOSARTANKALIUM",98,28103938706,C09DA01,,,
72507,Losazid,,57,28104005106,,,,
72480,Losazid,,55,28104006306,,,,
522516,Losec,,53,28101875797,,,,
49544,Losec,,385,28101275586,,,,
49528,Losec,,203,28101275586,,,,
18812,Losec,,39,28101745295,,,,
488650,Losec,,146,28101875797,,,,
402271,Losec,,51,28101275586,,,,
522458,Losec,Omeprazolmagnesium,572,28101875697,A02BC01,7646,923645,Omeprazole
488627,Losec,Omeprazolmagnesium,667,28101875697,A02BC01,7646,923645,Omeprazole
488619,Losec,Omeprazolmagnesium,985,28101875697,A02BC01,7646,923645,Omeprazole
179176,Losec,,27,28101745295,,,,
535021,Losec,Omeprazolmagnesium,68,28101875697,A02BC01,7646,923645,Omeprazole
181651,Losec,,29,28101447991,,,,
488684,Losec,,90,28101875797,,,,
488585,Losec,Omeprazolmagnesium,108,28101875597,A02BC01,7646,923645,Omeprazole
73252,Lostankal,,53,28104478409,,,,
73274,Lostankal,,33,28104478509,,,,
157339,Lucosil,SULFAMETHIZOL,206,28100996855,J01EB02,10179,1036425,Sulfamethizole
172973,Lucosil,SULFAMETHIZOL,2181,28100996855,J01EB02,10179,1036425,Sulfamethizole
85092,Lucosil,SULFAMETHIZOL,480,28100996855,J01EB02,10179,1036425,Sulfamethizole
502633,Ludiomil,MAPROTILINHYDROCHLORID,100,28100925773,N06AA21,6646,794147,Maprotiline
505735,Ludiomil,MAPROTILINHYDROCHLORID,32,28100903176,N06AA21,6646,794147,Maprotiline
10706,Lumigan,BIMATOPROST,41,28103205300,S01EE03,283810,904525,bimatoprost
7303,Lumigan,BIMATOPROST,90,28103205300,S01EE03,283810,904525,bimatoprost
85838,Lumigan,BIMATOPROST,25,28104303508,S01EE03,283810,904525,bimatoprost
81669,Lutinus,PROGESTERON,27,28104321808,G03DA04,8727,1552310,Progesterone
16323,Lyrica,Pregabalin,31,28103491903,N03AX16,187832,734354,pregabalin
25772,Lyrica,Pregabalin,95,28103491903,N03AX16,187832,734354,pregabalin
16395,Lyrica,Pregabalin,493,28103491503,N03AX16,187832,734354,pregabalin
16318,Lyrica,Pregabalin,55,28103491703,N03AX16,187832,734354,pregabalin
16315,Lyrica,Pregabalin,355,28103491803,N03AX16,187832,734354,pregabalin
16294,Lyrica,Pregabalin,626,28103491703,N03AX16,187832,734354,pregabalin
16285,Lyrica,Pregabalin,25,28103491803,N03AX16,187832,734354,pregabalin
174813,Lysantin,ORPHENADRINHYDROCHLORID,1591,28100445563,N04AB02,202723,19026335,Orphenadrine Hydrochloride
174813,Lysantin,ORPHENADRINHYDROCHLORID,1591,28100445563,N04AB02,7715,724394,Orphenadrine
7988,"Madopar ""125""",,26,28101402490,,,,
37358,"Madopar ""125""","Benserazidhydrochlorid, LEVODOPA",174,28101350389,N04BA02,,,
502047,"Madopar ""125""","Benserazidhydrochlorid, LEVODOPA",223,28100636673,N04BA02,,,
56507,"Madopar ""125""",,82,28101402490,,,,
117531,"Madopar ""250""","Benserazidhydrochlorid, LEVODOPA",29,28100636773,N04BA02,,,
117564,"Madopar ""62,5""","Benserazidhydrochlorid, LEVODOPA",301,28100982178,N04BA02,,,
378349,"Madopar ""62,5""",,117,28101521592,,,,
468142,Madopar 125,"Benserazidhydrochlorid, LEVODOPA",44,28104906511,N04BA02,,,
492405,Madopar Depot,"Benserazidhydrochlorid, LEVODOPA",132,28101308787,N04BA02,,,
372151,Madopar Quick 125,"Benserazidhydrochlorid, LEVODOPA",28,28101867696,N04BA02,,,
444430,"Madopar Quick 62,5","Benserazidhydrochlorid, LEVODOPA",57,28101867596,N04BA02,,,
888888,"Magistrelle lÃ¦gemidler, der ikke er underkastet Â§ 4 i receptbekendtg., hvis de ikke er nÃ¦vnt andet sted i bilag2",,51,,,,,
19541,"Magnesia ""DAK""",MAGNESIUMHYDROXID,127,28103542903,A02AA04,6581,992956,Magnesium Hydroxide
512780,"Magnesia ""DAK""",,29,28100731276,,,,
19530,"Magnesia ""DAK""",MAGNESIUMHYDROXID,42,28103542903,A02AA04,6581,992956,Magnesium Hydroxide
461393,"Magnyl ""DAK""",ACETYLSALICYLSYRE,266,28101376189,N02BA01,1191,1112807,Aspirin
519371,"Magnyl ""DAK""",ACETYLSALICYLSYRE,7114,28101376189,N02BA01,1191,1112807,Aspirin
512947,"Magnyl ""DAK""",ACETYLSALICYLSYRE,31,28101376089,N02BA01,1191,1112807,Aspirin
95828,"Magnyl Svage ""DAK""",,2468,28100731776,,,,
24514,"Magnyl Svage ""DAK""",ACETYLSALICYLSYRE,156,28103491403,B01AC06,1191,1112807,Aspirin
102778,Malfin,MORPHINSULFAT,64,28101725294,N02AA01,477468,19112635,Morphine Liposomal
102769,Malfin,MORPHINSULFAT,224,28101725194,N02AA01,7052,1110410,Morphine
482198,Malfin,MORPHINSULFAT,25,28101725194,N02AA01,7052,1110410,Morphine
482198,Malfin,MORPHINSULFAT,25,28101725194,N02AA01,477468,19112635,Morphine Liposomal
102778,Malfin,MORPHINSULFAT,64,28101725294,N02AA01,7052,1110410,Morphine
102769,Malfin,MORPHINSULFAT,224,28101725194,N02AA01,477468,19112635,Morphine Liposomal
54155,Maludil,,30,28101382989,,,,
528638,Mandolgin,TRAMADOLHYDROCHLORID,106,28101935297,N02AX02,10689,1103314,Tramadol
161613,Mandolgin,TRAMADOLHYDROCHLORID,69,28101866596,N02AX02,10689,1103314,Tramadol
139402,Mandolgin,TRAMADOLHYDROCHLORID,566,28101866596,N02AX02,10689,1103314,Tramadol
139394,Mandolgin,TRAMADOLHYDROCHLORID,177,28101866596,N02AX02,10689,1103314,Tramadol
7535,Mandolgin,,3018,28101791895,,,,
139048,Mandolgin,TRAMADOLHYDROCHLORID,37,28101866696,N02AX02,10689,1103314,Tramadol
147736,Mandolgin,,741,28101791895,,,,
147710,Mandolgin,,1164,28101791895,,,,
145938,Mandolgin,,34,28101806296,,,,
424309,Mandolgin,,254,28103052798,,,,
424200,Mandolgin,,42,28103052798,,,,
9783,Mandolgin,,816,28101791895,,,,
127231,Mandolgin,TRAMADOLHYDROCHLORID,46,28101866596,N02AX02,10689,1103314,Tramadol
123509,Mandolgin,TRAMADOLHYDROCHLORID,474,28101866596,N02AX02,10689,1103314,Tramadol
584979,Mandolgin Retard,TRAMADOLHYDROCHLORID,335,28101942497,N02AX02,10689,1103314,Tramadol
584961,Mandolgin Retard,TRAMADOLHYDROCHLORID,99,28101942497,N02AX02,10689,1103314,Tramadol
584722,Mandolgin Retard,TRAMADOLHYDROCHLORID,87,28101942597,N02AX02,10689,1103314,Tramadol
174565,Marcoumar,PHENPROCOUMON,304,28100123253,B01AA04,5556,19077421,Hymecromone
174557,Marcoumar,PHENPROCOUMON,25,28100123253,B01AA04,5556,19077421,Hymecromone
506246,Marcoumar,PHENPROCOUMON,40,28101447591,B01AA04,8150,19035344,Phenprocoumon
506246,Marcoumar,PHENPROCOUMON,40,28101447591,B01AA04,5556,19077421,Hymecromone
174557,Marcoumar,PHENPROCOUMON,25,28100123253,B01AA04,8150,19035344,Phenprocoumon
464685,Marcoumar,,44,28101748595,,,,
420877,Marcoumar,PHENPROCOUMON,62,28101447591,B01AA04,5556,19077421,Hymecromone
167999,Marcoumar,PHENPROCOUMON,82,28101447591,B01AA04,8150,19035344,Phenprocoumon
167999,Marcoumar,PHENPROCOUMON,82,28101447591,B01AA04,5556,19077421,Hymecromone
174565,Marcoumar,PHENPROCOUMON,304,28100123253,B01AA04,8150,19035344,Phenprocoumon
420877,Marcoumar,PHENPROCOUMON,62,28101447591,B01AA04,8150,19035344,Phenprocoumon
174532,Marevan,WARFARINNATRIUM,125,28101005764,B01AA03,11289,1310149,Warfarin
117135,Marevan,WARFARINNATRIUM,131,28101005764,B01AA03,11289,1310149,Warfarin
116657,Marevan,WARFARINNATRIUM,6199,28101005764,B01AA03,11289,1310149,Warfarin
409632,Marevan,WARFARINNATRIUM,353,28101005764,B01AA03,11289,1310149,Warfarin
438283,Marevan,WARFARINNATRIUM,35,28101005764,B01AA03,11289,1310149,Warfarin
39814,Masulin,TAMSULOSINHYDROCHLORID,273,28103802405,G04CA02,77492,924566,tamsulosin
39823,Masulin,TAMSULOSINHYDROCHLORID,328,28103802405,G04CA02,77492,924566,tamsulosin
52606,Matrifen,FENTANYL,41,28103902506,N02AB03,4337,1154029,Fentanyl
53170,Matrifen,FENTANYL,31,28103902906,N02AB03,4337,1154029,Fentanyl
53115,Matrifen,FENTANYL,40,28103902606,N02AB03,4337,1154029,Fentanyl
52624,Matrifen,FENTANYL,48,28103902606,N02AB03,4337,1154029,Fentanyl
52633,Matrifen,FENTANYL,27,28103902606,N02AB03,4337,1154029,Fentanyl
52615,Matrifen,FENTANYL,34,28103902506,N02AB03,4337,1154029,Fentanyl
396051,Maxalt,RIZATRIPTANBENZOAT,65,28103008098,N02CC04,88014,1154077,rizatriptan
162675,Maxalt Melt,,27,28104372708,,,,
14407,Maxalt Smelt,RIZATRIPTANBENZOAT,56,28103008298,N02CC04,88014,1154077,rizatriptan
8099,Maxalt Smelt,RIZATRIPTANBENZOAT,64,28103008298,N02CC04,88014,1154077,rizatriptan
8097,Maxalt Smelt,RIZATRIPTANBENZOAT,35,28103008198,N02CC04,88014,1154077,rizatriptan
373,Maxalt Smelt,RIZATRIPTANBENZOAT,71,28103008298,N02CC04,88014,1154077,rizatriptan
486860,Maxidex,DEXAMETHASON,738,28100487965,S01BA01,3264,1518254,Dexamethasone
519311,Maxidex,DEXAMETHASON,40,28105223813,S01BA01,3264,1518254,Dexamethasone
77615,Medikinet,METHYLPHENIDATHYDROCHLORID,51,28103939806,N06BA04,6901,705944,Methylphenidate
159103,Medrol,METHYLPREDNISOLON,71,28100245757,H02AB04,6902,1506270,Methylprednisolone
500074,Medrol,METHYLPREDNISOLON,29,28101336988,H02AB04,6902,1506270,Methylprednisolone
499772,Medrol,METHYLPREDNISOLON,29,28101464391,H02AB04,6902,1506270,Methylprednisolone
32748,Melleril,,35,28100929159,,,,
32423,Memac,,36,28103832105,,,,
107862,"Menadion ""Medic""",PHYTOMENADION,30,28100732876,B02BA01,8308,19044727,Vitamin K 1
195147,Mentixa,MEMANTINHYDROCHLORID,26,28105086612,N06DX01,6719,701322,Memantine
45336,Mepolol,,27,28101226785,,,,
101287,Mepronet,METOPROLOLTARTRAT,236,28101442391,C07AB02,6918,1307046,Metoprolol
103416,Mepronet,METOPROLOLTARTRAT,254,28101442491,C07AB02,6918,1307046,Metoprolol
418731,Mesasal,MESALAZIN,132,28101299687,A07EC02,52582,968426,mesalamine
513572,"Metadon ""DAK""",Methadonhydrochlorid,481,28100734576,N07BC02,6813,1103640,Methadone
100453,"Metadon ""DAK""",Methadonhydrochlorid,252,28101162283,N07BC02,6813,1103640,Methadone
100479,"Metadon ""DAK""",Methadonhydrochlorid,483,28101162283,N07BC02,6813,1103640,Methadone
513507,"Metadon ""DAK""",Methadonhydrochlorid,94,28100789776,N07BC02,6813,1103640,Methadone
438374,"Metadon ""DAK""",Methadonhydrochlorid,28,28100734576,N07BC02,6813,1103640,Methadone
513549,"Metadon ""DAK""",Methadonhydrochlorid,283,28100789776,N07BC02,6813,1103640,Methadone
513515,"Metadon ""DAK""",Methadonhydrochlorid,33,28100789776,N07BC02,6813,1103640,Methadone
513473,"Metadon ""DAK""",Methadonhydrochlorid,105,28100789776,N07BC02,6813,1103640,Methadone
513523,"Metadon ""DAK""",Methadonhydrochlorid,27,28100789776,N07BC02,6813,1103640,Methadone
43762,"Metformin ""1A Farma""",,56,28103525303,,,,
4826,"Metformin ""1A Farma""",,41,28103200700,,,,
43753,"Metformin ""1A Farma""",,473,28103525203,,,,
5988,"Metformin ""Actavis""",METFORMINHYDROCHLORID,332,28103244301,A10BA02,6809,1503297,Metformin
5899,"Metformin ""Actavis""",METFORMINHYDROCHLORID,6661,28103244201,A10BA02,6809,1503297,Metformin
398074,"Metformin ""Aurobindo""",METFORMINHYDROCHLORID,857,28104363608,A10BA02,6809,1503297,Metformin
152427,"Metformin ""Aurobindo""",METFORMINHYDROCHLORID,39,28104363708,A10BA02,6809,1503297,Metformin
58956,"Metformin ""Aurobindo""",METFORMINHYDROCHLORID,236,28104363608,A10BA02,6809,1503297,Metformin
398604,"Metformin ""Aurobindo""",METFORMINHYDROCHLORID,85,28104363808,A10BA02,6809,1503297,Metformin
162863,"Metformin ""Bluefish""",METFORMINHYDROCHLORID,35,28104366208,A10BA02,6809,1503297,Metformin
162852,"Metformin ""Bluefish""",METFORMINHYDROCHLORID,27,28104366108,A10BA02,6809,1503297,Metformin
162841,"Metformin ""Bluefish""",METFORMINHYDROCHLORID,269,28104366008,A10BA02,6809,1503297,Metformin
149625,"Metformin ""Hexal""",,1883,28100507866,,,,
183996,"Metformin ""Hexal""",,144,28101232285,,,,
59273,"Metformin ""Mylan""",,96,28104369708,,,,
485817,"Metformin ""Orifarm""",METFORMINHYDROCHLORID,36,28104352508,A10BA02,6809,1503297,Metformin
88850,"Metformin ""Orifarm""",METFORMINHYDROCHLORID,108,28104352308,A10BA02,6809,1503297,Metformin
56122,"Metformin ""Pfizer""",,186,28104602309,,,,
56145,"Metformin ""Pfizer""",,51,28104602509,,,,
56134,"Metformin ""Pfizer""",,36,28104602409,,,,
73178,"Metformin ""Sandoz""",METFORMINHYDROCHLORID,722,28104201907,A10BA02,6809,1503297,Metformin
73196,"Metformin ""Sandoz""",METFORMINHYDROCHLORID,25,28104202007,A10BA02,6809,1503297,Metformin
198303,"Metformin ""Sandoz""",METFORMINHYDROCHLORID,151,28104201907,A10BA02,6809,1503297,Metformin
25107,"Metformin ""Stada""",METFORMINHYDROCHLORID,60,28103762705,A10BA02,6809,1503297,Metformin
93687,"Metformin ""Teva""",METFORMINHYDROCHLORID,81,28104030906,A10BA02,6809,1503297,Metformin
84833,"Metformin ""Teva""",METFORMINHYDROCHLORID,39,28103789605,A10BA02,6809,1503297,Metformin
84824,"Metformin ""Teva""",METFORMINHYDROCHLORID,390,28103789505,A10BA02,6809,1503297,Metformin
124354,Methergin,METHYLERGOMETRINHYDROGENMALEAT,29,28100042855,G02AB01,6883,1305637,Methylergonovine
169378,"Methotrexat ""2care4""",METHOTREXATNATRIUM,27,28104979411,L04AX03,6851,1305058,Methotrexate
438758,"Methotrexat ""Sandoz""",METHOTREXATNATRIUM,33,28103776405,L04AX03,6851,1305058,Methotrexate
24973,"Methotrexat ""Sandoz""",METHOTREXATNATRIUM,162,28103776405,L04AX03,6851,1305058,Methotrexate
35485,"Methotrexate ""Orifarm""",,156,28101818796,,,,
570796,"Methotrexate ""Paranova""",,226,28101526892,,,,
17047,"Methotrexate ""SinGad""",,54,28103587903,,,,
371641,"Methotrexate ""Wyeth Lederle""",,45,28100140255,,,,
470148,"Methylphenidate ""Sandoz""",METHYLPHENIDATHYDROCHLORID,32,28104809810,N06BA04,6901,705944,Methylphenidate
1452,Metocar,METOPROLOLTARTRAT,29,28101535292,C07AB02,6918,1307046,Metoprolol
1706,Metocar,METOPROLOLTARTRAT,67,28101535392,C07AB02,6918,1307046,Metoprolol
81013,Metomylan,METOPROLOLSUCCINAT,99,28104326008,C07AB02,6918,1307046,Metoprolol
80947,Metomylan,METOPROLOLSUCCINAT,51,28104325808,C07AB02,6918,1307046,Metoprolol
80980,Metomylan,METOPROLOLSUCCINAT,62,28104325908,C07AB02,6918,1307046,Metoprolol
4848,"Metoprolol ""1A Farma""",,35,28103182000,,,,
42986,"Metoprolol ""GEA""",METOPROLOLTARTRAT,79,28103019598,C07AB02,6918,1307046,Metoprolol
42739,"Metoprolol ""GEA""",METOPROLOLTARTRAT,208,28103019698,C07AB02,6918,1307046,Metoprolol
4215,"Metoprolol ""GEA""",METOPROLOLTARTRAT,33,28103019798,C07AB02,6918,1307046,Metoprolol
