vnr,drug_concept_id,concept_class_id,pname,frequency,strnum,strunut,dosf_lt,concept_name,note
151191,19056021,Clinical Drug Comp,Fluanxol Depot,54,20,MGM,injektionsvæske,Flupenthixol 20 MG/ML,""
4094,1387453,Clinical Drug,Folimet,54,5,MG,tabletter,Folic Acid 5 MG Oral Tablet,""
19655,19022948,Clinical Drug,Aprovel,54,150,MG,filmovertrukne tabletter,irbesartan 150 MG Oral Tablet,""
23148,957136,Clinical Drug,"Furosemid ""1A Farma""",54,40,MG,tabletter,Furosemide 40 MG Oral Tablet,""
5790,715962,Clinical Drug,Cipralex,54,5,MG,filmovertrukne tabletter,Escitalopram 5 MG Oral Tablet,""
13386,1526476,Clinical Drug,Ezetrol,54,10,MG,tabletter,ezetimibe 10 MG Oral Tablet,""
72306,19004167,Clinical Drug,Bambec,54,10,MG,tabletter,bambuterol 10 MG Oral Tablet,""
58923,705108,Clinical Drug,"Lamotrigin ""BMM Pharma""",53,100,MG,tabletter,lamotrigine 100 MG Oral Tablet,""
12471,19020053,Clinical Drug,Paratabs,53,500,MG,tabletter,Acetaminophen 500 MG Oral Tablet,""
476655,766842,Clinical Drug,Seroquel,53,200,MG,filmovertrukne tabletter,quetiapine 200 MG Oral Tablet,""
18095,,Not Mapped*,Ratacand Zid,53,,,tabletter,,C09DA06
18075,,Not Mapped*,Symbicort Forte Turbuhaler,53,,,inhalationspulver,,R03AK07
503358,40167211,Clinical Drug,"Metoprololsuccinat ""Teva""",53,25,MG,depottabletter,metoprolol succinate 25 MG Extended Release Oral Tablet,""
503813,40067083,Clinical Drug Form,Fenoxcillin,53,1,MIU,tabletter,Penicillin V Oral Tablet,""
503813,40016517,Clinical Drug Form,Fenoxcillin,53,1,MIU,tabletter,Bromhexine / Penicillin V Oral Tablet,""
17488,40162867,Clinical Drug,"Bisoprolol ""Stada""",53,10,MG,filmovertrukne tabletter,Bisoprolol Fumarate 10 MG Oral Tablet,""
453035,19019273,Clinical Drug,Daprox,53,500,MG,tabletter,Naproxen 500 MG Oral Tablet,""
506196,739209,Clinical Drug,Zoloft,53,50,MG,filmovertrukne tabletter,Sertraline 50 MG Oral Tablet,""
128454,19010963,Ingredient,Orfiril Long,53,500,MG,depotgranulat,Valproic Acid,""
25174,19002396,Ingredient,Locoid Crelo,53,0.1,PC,kutanemulsion,Hydrocortisone butyrate,""
25306,,Not Mapped*,Fosavance,53,,,tabletter,,M05BB03
130823,19019484,Clinical Drug,Oxapax,53,15,MG,tabletter,Oxazepam 15 MG Oral Tablet,""
8672,40018143,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / Gentamicin Sulfate (USP) Topical Cream,""
8672,40018154,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / Neomycin Topical Cream,""
8672,46233894,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / hydroquinone / Tretinoin Topical Cream,""
8672,40018139,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / Gentamicin Sulfate (USP) / Miconazole Topical Cream,""
8672,40018137,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / Fusidic Acid Topical Cream,""
8672,40131262,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / Fusidate Topical Cream,""
8672,40018131,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / Clotrimazole Topical Cream,""
8672,40018129,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / Clioquinol Topical Cream,""
8672,40018140,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone / Gentamicin Sulfate (USP) / Tolnaftate Topical Cream,""
8672,40019108,Clinical Drug Form,Diproderm,53,0.05,PC,creme,Betamethasone Topical Cream,""
440418,1724696,Clinical Drug Comp,Diclin,53,500,MG,"kapsler, hårde",Dicloxacillin 500 MG,""
571063,19096758,Clinical Drug,Dasselta,53,5,MG,filmovertrukne tabletter,desloratadine 5 MG Oral Tablet,""
427526,1334492,Clinical Drug,Triatec,53,5,MG,tabletter,Ramipril 5 MG Oral Tablet,""
85047,19123232,Clinical Drug Comp,Strattera,53,80,MG,"kapsler, hårde",atomoxetine 80 MG,""
32556,19132996,Clinical Drug Comp,"Glucosamin ""Copyfarm""",53,400,MG,filmovertrukne tabletter,Glucosamine hydrochloride 400 MG,""
32556,1360411,Clinical Drug Comp,"Glucosamin ""Copyfarm""",53,400,MG,filmovertrukne tabletter,Glucosamine 400 MG,""
518779,,Not Mapped*,"Østradiol-østriol ""DAK""",53,2,MG,tabletter,,G03CA53
519033,19027427,Clinical Drug,Serenase,53,5,MGM,"injektionsvæske, opløsning",Haloperidol 5 MG/ML Injectable Solution,""
146719,,Not Mapped*,"Amoxicillin/clavulansyre ""Actavis""",53,,,pulver til oral suspension,,J01CR02
2276,40094148,Clinical Drug Form,Daivonex,53,50,RGG,creme,calcipotriene Topical Cream,""
564419,40228203,Clinical Drug,Zyrtec,53,1,MGM,oral opløsning,cetirizine hydrochloride 1 MG/ML Oral Solution,""
522516,19102190,Clinical Drug,Losec,53,40,MG,enterotabletter,Omeprazole 40 MG Delayed Release Oral Tablet,""
562835,1539411,Clinical Drug,Zocor,53,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
20565,989485,Clinical Drug,Avodart,53,0.5,MG,"kapsler, bløde",Dutasteride 0.5 MG Oral Capsule,""
44875,19112981,Clinical Drug,Adalat Oros,53,60,MG,depottabletter,Nifedipine 60 MG Extended Release Oral Tablet,""
45142,755763,Clinical Drug Comp,"Fluoxetin ""1A Farma""",53,20,MG,"kapsler, hårde",Fluoxetine 20 MG,""
19012,19073093,Clinical Drug,"Amlodipin ""GEA""",53,10,MG,tabletter,Amlodipine 10 MG Oral Tablet,""
384313,1558248,Clinical Drug Comp,Lopid,53,300,MG,"kapsler, hårde",Gemfibrozil 300 MG,""
10999,1539407,Clinical Drug,"Simvastatin ""Ratiopharm""",53,40,MG,filmovertrukne tabletter,Simvastatin 40 MG Oral Tablet,""
558080,40026847,Clinical Drug Form,Pregnyl,53,5000,IU,"pulver og solvens til injektionsvæske, opløsning",Chorionic Gonadotropin Injectable Solution,""
557876,40012586,Clinical Drug Form,Isodur,53,20,MG,"depotkapsler, hårde",Aspirin / Isosorbide Mononitrate 24 Hour Extended Release Capsule,""
557876,40052171,Clinical Drug Form,Isodur,53,20,MG,"depotkapsler, hårde",Isosorbide Mononitrate Extended Release Capsule,""
160259,723042,Clinical Drug,Stesolid,53,5,MG,tabletter,Diazepam 5 MG Oral Tablet,""
73252,40185304,Clinical Drug,Lostankal,53,50,MG,filmovertrukne tabletter,Losartan Potassium 50 MG Oral Tablet,""
373621,19134555,Clinical Drug,Cardizem Unotard,53,240,MG,depottabletter,Diltiazem 240 MG Extended Release Oral Tablet,""
72950,19063072,Clinical Drug,"Moxonidin ""Actavis""",53,0.4,MG,filmovertrukne tabletter,moxonidine 0.4 MG Oral Tablet,""
373621,1328612,Clinical Drug,Cardizem Unotard,53,240,MG,depottabletter,Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet,""
115998,19102169,Clinical Drug,Triatec,53,1.25,MG,tabletter,Ramipril 1.25 MG Oral Tablet,""
164175,1550572,Clinical Drug,"Prednisolon ""DLF""",53,25,MG,tabletter,prednisolone 25 MG Oral Tablet,""
13423,1539411,Clinical Drug,"Simvastatin ""Sandoz""",53,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
52870,19098166,Clinical Drug,Seroplex,53,20,MG,filmovertrukne tabletter,Escitalopram 20 MG Oral Tablet,""
166930,19019073,Clinical Drug,"Ibuprofen ""Orifarm""",53,600,MG,filmovertrukne tabletter,Ibuprofen 600 MG Oral Tablet,""
56769,19022749,Clinical Drug,"Carvedilol ""KRKA""",53,6.25,MG,tabletter,carvedilol 6.25 MG Oral Tablet,""
64660,1539463,Clinical Drug,"Simvastatin ""Ranbaxy""",53,10,MG,filmovertrukne tabletter,Simvastatin 10 MG Oral Tablet,""
194985,1797515,Clinical Drug,Ciproxin,52,250,MG,filmovertrukne tabletter,Ciprofloxacin 250 MG Oral Tablet,""
38552,19075394,Clinical Drug,"Citalopram ""Orion""",52,40,MG,filmovertrukne tabletter,Citalopram 40 MG Oral Tablet,""
98032,1332419,Clinical Drug,Amlarrow,52,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
18669,,Not Mapped*,Symbicort Forte Turbohaler,52,,,inhalationspulver,,R03AK07
78515,,Not Mapped*,Hytacand,52,,,tabletter,,C09DA06
132107,19006461,Clinical Drug,Imadrax Novum,52,750,MG,dispergible tabletter,Amoxicillin 750 MG Disintegrating Oral Tablet,""
12035,1755074,Clinical Drug Comp,"Fluconazol ""Actavis""",52,150,MG,"kapsler, hårde",Fluconazole 150 MG,""
6653,755763,Clinical Drug Comp,"Fluoxetin ""Actavis""",52,20,MG,"kapsler, hårde",Fluoxetine 20 MG,""
14319,1755074,Clinical Drug Comp,Fluconastad,52,150,MG,"kapsler, hårde",Fluconazole 150 MG,""
153963,40162307,Clinical Drug,"Diclofenac Rapid ""Orifarm""",52,50,MG,filmovertrukne tabletter,Diclofenac Potassium 50 MG Oral Tablet,""
51122,40019974,Clinical Drug Form,Pulmicort Turbuhaler,52,400,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
51122,40020306,Clinical Drug Form,Pulmicort Turbuhaler,52,400,RGD,inhalationspulver,Budesonide Inhalant Powder,""
383810,19074673,Clinical Drug,Captol,52,50,MG,tabletter,Captopril 50 MG Oral Tablet,""
23773,725178,Clinical Drug,Combar,52,15,MG,filmovertrukne tabletter,Mirtazapine 15 MG Oral Tablet,""
13824,19104122,Clinical Drug,Diprospan,52,7,MGM,"injektionsvæske, suspension",Betamethasone acetate 3 MG/ML / betamethasone sodium phosphate 4 MG/ML Injectable Suspension,""
95906,,Not Mapped*,Cliovelle,52,,,tabletter,,G03FA01
13824,920627,Clinical Drug,Diprospan,52,7,MGM,"injektionsvæske, suspension",betamethasone dipropionate 5 MG/ML / betamethasone sodium phosphate 2 MG/ML Injectable Suspension,""
6113,40132043,Clinical Drug Form,Elocom,52,0.1,PC,salve,Mometasone Topical Ointment,""
1950,40162324,Clinical Drug Comp,Diclodan,52,100,MG,suppositorier,Diclofenac Sodium 100 MG,""
6113,40066267,Clinical Drug Form,Elocom,52,0.1,PC,salve,Mometasone / Salicylic Acid Topical Ointment,""
1950,42705258,Clinical Drug Comp,Diclodan,52,100,MG,suppositorier,Diclofenac Potassium 100 MG,""
150110,736054,Clinical Drug,Risperdal,52,3,MG,filmovertrukne tabletter,Risperidone 3 MG Oral Tablet,""
513663,19080187,Clinical Drug,"Metronidazol ""DAK""",52,250,MG,filmovertrukne tabletter,Metronidazole 250 MG Oral Tablet,""
24852,19070748,Clinical Drug,"Mirtazapin ""Orion""",52,30,MG,smeltetabletter,Mirtazapine 30 MG Disintegrating Oral Tablet,""
19971,19037834,Clinical Drug,"Domperidon ""Alternova""",52,10,MG,tabletter,Domperidone 10 MG Oral Tablet,""
28348,40163429,Clinical Drug,Bricanyl Turbohaler,52,0.5,MGD,inhalationspulver,Terbutaline Sulfate 0.5 MG Inhalant Powder,""
22738,904458,Clinical Drug,Inexium,52,40,MG,enterotabletter,Esomeprazole 40 MG Delayed Release Oral Tablet,""
520338,19079498,Clinical Drug,Viagra,52,50,MG,filmovertrukne tabletter,sildenafil 50 MG Oral Tablet,""
528055,19079658,Clinical Drug,Spiron,52,25,MG,tabletter,Spironolactone 25 MG Oral Tablet,""
516898,1140674,Clinical Drug Comp,Imigran,52,25,MG,suppositorier,Sumatriptan 25 MG,""
84660,40020306,Clinical Drug Form,Pulmicort Turbuhaler,52,200,RGD,inhalationspulver,Budesonide Inhalant Powder,""
84660,40019974,Clinical Drug Form,Pulmicort Turbuhaler,52,200,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
512227,19080217,Clinical Drug,"Pantoprazole ""Teva""",52,40,MG,enterotabletter,pantoprazole 40 MG Delayed Release Oral Tablet,""
504159,19133294,Clinical Drug Comp,Abalgin,52,65,MG,"kapsler, hårde",Propoxyphene Hydrochloride 65 MG,""
4393,1597772,Clinical Drug,Amaryl,52,2,MG,tabletter,glimepiride 2 MG Oral Tablet,""
28897,929889,Clinical Drug,"Lansoprazol ""Stada""",52,30,MG,"enterokapsler, hårde",lansoprazole 30 MG Delayed Release Oral Capsule,""
5645,19023301,Clinical Drug,Zomig,52,2.5,MG,filmovertrukne tabletter,zolmitriptan 2.5 MG Oral Tablet,""
412726,1549722,Clinical Drug Comp,Canef,52,20,MG,"kapsler, hårde",fluvastatin 20 MG,""
152926,19026848,Ingredient,Atrovent,52,20,RGD,inhalationsaerosol,Ipratropium Bromide,""
134338,1750725,Clinical Drug Comp,Klacid,52,50,MGM,granulat til oral suspension,Clarithromycin 50 MG/ML,""
445239,40049748,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone Topical Cream,""
1321,40027350,Clinical Drug Form,Uniderm,51,1,PC,creme,Coal Tar / Hydrocortisone Topical Cream,""
1321,40026552,Clinical Drug Form,Uniderm,51,1,PC,creme,Clotrimazole / Hydrocortisone Topical Cream,""
402271,19019418,Clinical Drug,Losec,51,20,MG,enterokapsler,Omeprazole 20 MG Delayed Release Oral Capsule,""
1321,40030921,Clinical Drug Form,Uniderm,51,1,PC,creme,Clioquinol / Hydrocortisone Topical Cream,""
409417,19028936,Clinical Drug,Micardis,51,80,MG,tabletter,telmisartan 80 MG Oral Tablet,""
1321,40030917,Clinical Drug Form,Uniderm,51,1,PC,creme,Clioquinol / Hydrocortisone / pramoxine Topical Cream,""
1321,40030910,Clinical Drug Form,Uniderm,51,1,PC,creme,Clioquinol / Coal Tar / Hydrocortisone Topical Cream,""
80947,40167211,Clinical Drug,Metomylan,51,25,MG,depottabletter,metoprolol succinate 25 MG Extended Release Oral Tablet,""
1321,40030488,Clinical Drug Form,Uniderm,51,1,PC,creme,Chlorquinaldol / Hydrocortisone Topical Cream,""
1321,40223217,Clinical Drug Form,Uniderm,51,1,PC,creme,Acyclovir / Hydrocortisone Topical Cream,""
1321,40052976,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / POTASSIUM OXYQUINOLONE Topical Cream,""
82170,1703745,Clinical Drug,"Aciclovir ""2care4""",51,200,MG,tabletter,Acyclovir 200 MG Oral Tablet,""
83742,19070747,Clinical Drug,Arintapin Smelt,51,15,MG,smeltetabletter,Mirtazapine 15 MG Disintegrating Oral Tablet,""
421,,Not Mapped*,"Atacand Zid 16 mg/12,5 mg",51,,,tabletter,,C09DA06
156992,19092357,Clinical Drug Comp,Tetralysal,51,300,MG,"kapsler, hårde",Lymecycline 300 MG,""
416743,40016517,Clinical Drug Form,Primcillin,51,800,MG,filmovertrukne tabletter,Bromhexine / Penicillin V Oral Tablet,""
416743,40067083,Clinical Drug Form,Primcillin,51,800,MG,filmovertrukne tabletter,Penicillin V Oral Tablet,""
5500,755763,Clinical Drug Comp,Caflutin,51,20,MG,"kapsler, hårde",Fluoxetine 20 MG,""
179168,19073093,Clinical Drug,Norvas,51,10,MG,tabletter,Amlodipine 10 MG Oral Tablet,""
526335,1548199,Clinical Drug,Estrofem,51,2,MG,filmovertrukne tabletter,Estradiol 2 MG Oral Tablet,""
568956,19020053,Clinical Drug,Pinex,51,500,MG,filmovertrukne tabletter,Acetaminophen 500 MG Oral Tablet,""
15348,715940,Clinical Drug,Cipralex,51,10,MG,filmovertrukne tabletter,Escitalopram 10 MG Oral Tablet,""
570564,19115124,Clinical Drug,Lomudal,51,20,MGM,øjendråber,Cromolyn Sodium 20 MG/ML Ophthalmic Solution,""
108589,1552310,Ingredient,Crinone,51,90,MGD,vaginalgel,Progesterone,""
107508,1548199,Clinical Drug,Femanest,51,2,MG,filmovertrukne tabletter,Estradiol 2 MG Oral Tablet,""
31778,19077577,Clinical Drug,"Gemfibrozil ""Alternova""",51,600,MG,filmovertrukne tabletter,Gemfibrozil 600 MG Oral Tablet,""
31747,40099105,Clinical Drug Form,Detrusitol Retard,51,2.8,MG,"depotkapsler, hårde",tolterodine Extended Release Oral Capsule,""
31500,,Not Mapped*,Alk (802) Hvepsegift,51,100000,SQM,"injektionsvæske, suspension",,V01AA07
74575,19017656,Clinical Drug,Zanidip,51,10,MG,filmovertrukne tabletter,lercanidipine 10 MG Oral Tablet,""
1321,40052961,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / Neomycin / Polymyxin B Topical Cream,""
160128,40058015,Clinical Drug Form,Flixotide,51,125,RGD,"inhalationsspray, suspension",fluticasone / salmeterol Inhalant Solution,""
160128,40058087,Clinical Drug Form,Flixotide,51,125,RGD,"inhalationsspray, suspension",fluticasone Inhalant Solution,""
29100,,Not Mapped*,Valdoxan,51,25,MG,filmovertrukne tabletter,,N06AX22
572848,,Not Mapped*,Seretide Diskus,51,0,,"inhalationspulver, afdelt",,R03AK06
1321,40052962,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / Neomycin / Vitamin A Topical Cream,""
11067,19018811,Clinical Drug,"Atenolol ""Sandoz""",51,25,MG,tabletter,Atenolol 25 MG Oral Tablet,""
1321,40052985,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / Urea Topical Cream,""
445239,40052962,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / Neomycin / Vitamin A Topical Cream,""
1321,40052990,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / hydroquinone / Tretinoin Topical Cream,""
1321,40053319,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / pramoxine Topical Cream,""
1321,40049748,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone Topical Cream,""
1321,40093035,Clinical Drug Form,Uniderm,51,1,PC,creme,chlorcyclizine / Hydrocortisone Topical Cream,""
445239,40052961,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / Neomycin / Polymyxin B Topical Cream,""
179754,19074697,Clinical Drug,Tegretol,51,200,MG,tabletter,Carbamazepine 200 MG Oral Tablet,""
445239,40046783,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / Miconazole Topical Cream,""
445239,40046776,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / Lidocaine Topical Cream,""
1321,40059842,Clinical Drug Form,Uniderm,51,1,PC,creme,crotamiton / Hydrocortisone Topical Cream,""
69559,19043981,Clinical Drug,Campral,51,333,MG,enterotabletter,Acamprosate calcium 333 MG Delayed Release Oral Tablet,""
445239,40046772,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / Lactate / Urea Topical Cream,""
445239,40030921,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Clioquinol / Hydrocortisone Topical Cream,""
194080,19077375,Clinical Drug,"Finasterid ""Aurobindo""",51,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
445239,40026552,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Clotrimazole / Hydrocortisone Topical Cream,""
445239,40046767,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / Iodoquinol Topical Cream,""
445239,40046765,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / ICTASOL Topical Cream,""
445239,40048096,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hexachlorophene / Hydrocortisone / Menthol Topical Cream,""
445239,40027350,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Coal Tar / Hydrocortisone Topical Cream,""
445239,40036256,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Dibucaine / Hydrocortisone Topical Cream,""
445239,40035437,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Econazole / Hydrocortisone Topical Cream,""
445239,40131789,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Fusidate / Hydrocortisone Topical Cream,""
445239,40040355,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Fusidic Acid / Hydrocortisone Topical Cream,""
1815,40162306,Clinical Drug Comp,Diclodan,51,50,MG,suppositorier,Diclofenac Potassium 50 MG,""
445239,40048207,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Gentamicin Sulfate (USP) / Hydrocortisone Topical Cream,""
445239,40048204,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Gentamicin Sulfate (USP) / Hydrocortisone / Ketoconazole Topical Cream,""
166853,19078461,Clinical Drug,"Ibuprofen ""Orifarm""",51,200,MG,filmovertrukne tabletter,Ibuprofen 200 MG Oral Tablet,""
445239,40059842,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,crotamiton / Hydrocortisone Topical Cream,""
445239,40093035,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,chlorcyclizine / Hydrocortisone Topical Cream,""
13178,19015804,Clinical Drug,Zanidip,51,20,MG,filmovertrukne tabletter,lercanidipine 20 MG Oral Tablet,""
1321,40036256,Clinical Drug Form,Uniderm,51,1,PC,creme,Dibucaine / Hydrocortisone Topical Cream,""
445239,40053319,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / pramoxine Topical Cream,""
445239,40052990,Clinical Drug Form,"Hydrokortison ""DnE""",51,1,PC,creme,Hydrocortisone / hydroquinone / Tretinoin Topical Cream,""
100832,19079462,Clinical Drug,"Risperidon ""Actavis""",51,1,MG,filmovertrukne tabletter,Risperidone 1 MG Oral Tablet,""
5503,19079153,Clinical Drug,Zyprexa,51,15,MG,overtrukne tabletter,olanzapine 15 MG Oral Tablet,""
25588,40056220,Clinical Drug Form,Bonviva,51,150,MG,filmovertrukne tabletter,ibandronic acid Oral Tablet,""
507824,1750562,Clinical Drug,"Clarithromycin ""Hexal""",51,500,MG,filmovertrukne tabletter,Clarithromycin 500 MG Oral Tablet,""
1815,40162341,Clinical Drug Comp,Diclodan,51,50,MG,suppositorier,Diclofenac Sodium 50 MG,""
455352,19007824,Clinical Drug,Tedolan,51,200,MG,filmovertrukne tabletter,Etodolac 200 MG Oral Tablet,""
56145,40164897,Clinical Drug,"Metformin ""Pfizer""",51,1000,MG,filmovertrukne tabletter,Metformin hydrochloride 1000 MG Oral Tablet,""
458422,19088224,Clinical Drug,Selexid,51,200,MG,tabletter,Amdinocillin Pivoxil 200 MG Oral Tablet,""
589077,1328613,Clinical Drug,Angiact,51,240,MG,depotkapsler,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule,""
1321,40046765,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / ICTASOL Topical Cream,""
1321,40046767,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / Iodoquinol Topical Cream,""
1321,40046772,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / Lactate / Urea Topical Cream,""
1321,40048096,Clinical Drug Form,Uniderm,51,1,PC,creme,Hexachlorophene / Hydrocortisone / Menthol Topical Cream,""
1321,40046776,Clinical Drug Form,Uniderm,51,1,PC,creme,Hydrocortisone / Lidocaine Topical Cream,""
1321,40048207,Clinical Drug Form,Uniderm,51,1,PC,creme,Gentamicin Sulfate (USP) / Hydrocortisone Topical Cream,""
1321,40048204,Clinical Drug Form,Uniderm,51,1,PC,creme,Gentamicin Sulfate (USP) / Hydrocortisone / Ketoconazole Topical Cream,""
1321,40040355,Clinical Drug Form,Uniderm,51,1,PC,creme,Fusidic Acid / Hydrocortisone Topical Cream,""
