vnr,ingredient_concept_id,drug_concept_id,concept_class_id,ma,pname,frequency,streng,strengtodecimal,dosf_lt,ao,concept_name,ingredient_concept_name,amount_value,numerator_value,denominator_value,dose_concept_id
80460,1332418,19103475,Clinical Drug,|,"Amlodipin ""Sandoz""",37,5 mg,5,tabletter,|,Amlodipine 5 MG Oral Capsule,Amlodipine,5,,,19082168
80460,1332418,1332419,Clinical Drug,|,"Amlodipin ""Sandoz""",37,5 mg,5,tabletter,|,Amlodipine 5 MG Oral Tablet,Amlodipine,5,,,19082573
80460,1332418,1332450,Clinical Drug Comp,|,"Amlodipin ""Sandoz""",37,5 mg,5,tabletter,|,Amlodipine 5 MG,Amlodipine,5,,,
80465,,,,|,Disipal,359,50 mg,50,tabletter,|,,,,,,
80507,721724,19019413,Clinical Drug,|,Noritren,559,50 mg,50,tabletter,|,Nortriptyline 50 MG Oral Capsule,Nortriptyline,50,,,19082168
80507,721724,721793,Clinical Drug Comp,|,Noritren,559,50 mg,50,tabletter,|,Nortriptyline 50 MG,Nortriptyline,50,,,
80624,1124300,40162307,Clinical Drug,|,"Diklofenak ""Orifarm""",30,50 mg,50,enterotabletter,|,Diclofenac Potassium 50 MG Oral Tablet,Diclofenac,50,,,19082573
80624,1124300,42707596,Clinical Drug,|,"Diklofenak ""Orifarm""",30,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Delayed Release Oral Capsule,Diclofenac,50,,,19082255
80624,1124300,40162346,Clinical Drug,|,"Diklofenak ""Orifarm""",30,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,Diclofenac,50,,,19001949
80624,1124300,40235197,Clinical Drug,|,"Diklofenak ""Orifarm""",30,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Disintegrating Oral Tablet,Diclofenac,50,,,19082076
80624,1124300,40162348,Clinical Drug,|,"Diklofenak ""Orifarm""",30,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Extended Release Oral Tablet,Diclofenac,50,,,19082079
80624,1124300,40162351,Clinical Drug,|,"Diklofenak ""Orifarm""",30,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG Rectal Suppository,Diclofenac,50,,,19082200
80624,1124300,40162306,Clinical Drug Comp,|,"Diklofenak ""Orifarm""",30,50 mg,50,enterotabletter,|,Diclofenac Potassium 50 MG,Diclofenac,50,,,
80624,1124300,40162341,Clinical Drug Comp,|,"Diklofenak ""Orifarm""",30,50 mg,50,enterotabletter,|,Diclofenac Sodium 50 MG,Diclofenac,50,,,
80747,,,,|,Becloforte,119,250 mikg/dosis,250,inhalationsaerosol,|,,,,,,
80806,,,,|,Primperan,32,20 mg,20,suppositorier,|,,,,,,
80824,725131,19070747,Clinical Drug,|,"Mirtazapin ""Actavis""",56,15 mg,15,smeltetabletter,|,Mirtazapine 15 MG Disintegrating Oral Tablet,Mirtazapine,15,,,19082076
80824,725131,725178,Clinical Drug,|,"Mirtazapin ""Actavis""",56,15 mg,15,smeltetabletter,|,Mirtazapine 15 MG Oral Tablet,Mirtazapine,15,,,19082573
80824,725131,19095236,Clinical Drug Comp,|,"Mirtazapin ""Actavis""",56,15 mg,15,smeltetabletter,|,Mirtazapine 15 MG,Mirtazapine,15,,,
80833,725131,19070747,Clinical Drug,|,"Mirtazapin ""Actavis""",64,15 mg,15,filmovertrukne tabletter,|,Mirtazapine 15 MG Disintegrating Oral Tablet,Mirtazapine,15,,,19082076
80833,725131,725178,Clinical Drug,|,"Mirtazapin ""Actavis""",64,15 mg,15,filmovertrukne tabletter,|,Mirtazapine 15 MG Oral Tablet,Mirtazapine,15,,,19082573
80833,725131,19095236,Clinical Drug Comp,|,"Mirtazapin ""Actavis""",64,15 mg,15,filmovertrukne tabletter,|,Mirtazapine 15 MG,Mirtazapine,15,,,
80842,725131,19070748,Clinical Drug,|,"Mirtazapin ""Actavis""",62,30 mg,30,smeltetabletter,|,Mirtazapine 30 MG Disintegrating Oral Tablet,Mirtazapine,30,,,19082076
80842,725131,725180,Clinical Drug,|,"Mirtazapin ""Actavis""",62,30 mg,30,smeltetabletter,|,Mirtazapine 30 MG Oral Tablet,Mirtazapine,30,,,19082573
80842,725131,19095237,Clinical Drug Comp,|,"Mirtazapin ""Actavis""",62,30 mg,30,smeltetabletter,|,Mirtazapine 30 MG,Mirtazapine,30,,,
80851,725131,19070748,Clinical Drug,|,"Mirtazapin ""Actavis""",27,30 mg,30,smeltetabletter,|,Mirtazapine 30 MG Disintegrating Oral Tablet,Mirtazapine,30,,,19082076
80851,725131,725180,Clinical Drug,|,"Mirtazapin ""Actavis""",27,30 mg,30,smeltetabletter,|,Mirtazapine 30 MG Oral Tablet,Mirtazapine,30,,,19082573
80851,725131,19095237,Clinical Drug Comp,|,"Mirtazapin ""Actavis""",27,30 mg,30,smeltetabletter,|,Mirtazapine 30 MG,Mirtazapine,30,,,
80861,,,,|,Novaluzid,28,110+40 mg/ml,,oral suspension,|,,,,,,
80942,915855,40240035,Clinical Drug,|,Opatanol,230,1 mg/ml,1,"Ã¸jendrÃ¥ber, oplÃ¸sning",|,olopatadine 1 MG/ML Ophthalmic Solution,olopatadine,,1,,19129634
80942,915855,40240034,Clinical Drug Comp,|,Opatanol,230,1 mg/ml,1,"Ã¸jendrÃ¥ber, oplÃ¸sning",|,olopatadine 1 MG/ML,olopatadine,,1,,
80947,1307046,40167213,Clinical Drug,|,Metomylan,51,25 mg,25,depottabletter,|,Metoprolol Tartrate 25 MG Oral Tablet,Metoprolol,25,,,19082573
80947,1307046,40167211,Clinical Drug,|,Metomylan,51,25 mg,25,depottabletter,|,metoprolol succinate 25 MG Extended Release Oral Tablet,Metoprolol,25,,,19082079
80947,1307046,1307125,Clinical Drug Comp,|,Metomylan,51,25 mg,25,depottabletter,|,Metoprolol 25 MG,Metoprolol,25,,,
80947,1307046,40167210,Clinical Drug Comp,|,Metomylan,51,25 mg,25,depottabletter,|,Metoprolol Tartrate 25 MG,Metoprolol,25,,,
80947,1307046,43014171,Clinical Drug Comp,|,Metomylan,51,25 mg,25,depottabletter,|,metoprolol succinate 25 MG,Metoprolol,25,,,
80980,1307046,40167218,Clinical Drug,|,Metomylan,62,50 mg,50,depottabletter,|,Metoprolol Tartrate 50 MG Oral Tablet,Metoprolol,50,,,19082573
80980,1307046,40167216,Clinical Drug,|,Metomylan,62,50 mg,50,depottabletter,|,metoprolol succinate 50 MG Extended Release Oral Tablet,Metoprolol,50,,,19082079
80980,1307046,1307123,Clinical Drug Comp,|,Metomylan,62,50 mg,50,depottabletter,|,Metoprolol 50 MG,Metoprolol,50,,,
80980,1307046,40167215,Clinical Drug Comp,|,Metomylan,62,50 mg,50,depottabletter,|,Metoprolol Tartrate 50 MG,Metoprolol,50,,,
80980,1307046,43014173,Clinical Drug Comp,|,Metomylan,62,50 mg,50,depottabletter,|,metoprolol succinate 50 MG,Metoprolol,50,,,
81013,1307046,40167202,Clinical Drug,|,Metomylan,99,100 mg,100,depottabletter,|,Metoprolol Tartrate 100 MG Oral Tablet,Metoprolol,100,,,19082573
81013,1307046,40167200,Clinical Drug,|,Metomylan,99,100 mg,100,depottabletter,|,metoprolol succinate 100 MG Extended Release Oral Tablet,Metoprolol,100,,,19082079
81013,1307046,19083036,Clinical Drug Comp,|,Metomylan,99,100 mg,100,depottabletter,|,Metoprolol 100 MG,Metoprolol,100,,,
81013,1307046,40167199,Clinical Drug Comp,|,Metomylan,99,100 mg,100,depottabletter,|,Metoprolol Tartrate 100 MG,Metoprolol,100,,,
81013,1307046,43014167,Clinical Drug Comp,|,Metomylan,99,100 mg,100,depottabletter,|,metoprolol succinate 100 MG,Metoprolol,100,,,
81091,,,,|,Zovirax,89,5%,5,creme,|,,,,,,
81124,739138,19061165,Clinical Drug,|,"Sertralin ""Teva""",34,50 mg,50,filmovertrukne tabletter,|,Sertraline 50 MG Oral Capsule,Sertraline,50,,,19082168
81124,739138,739209,Clinical Drug,|,"Sertralin ""Teva""",34,50 mg,50,filmovertrukne tabletter,|,Sertraline 50 MG Oral Tablet,Sertraline,50,,,19082573
81124,739138,739211,Clinical Drug Comp,|,"Sertralin ""Teva""",34,50 mg,50,filmovertrukne tabletter,|,Sertraline 50 MG,Sertraline,50,,,
81134,739138,19061165,Clinical Drug,|,"Sertralin ""Teva""",145,50 mg,50,filmovertrukne tabletter,|,Sertraline 50 MG Oral Capsule,Sertraline,50,,,19082168
81134,739138,739209,Clinical Drug,|,"Sertralin ""Teva""",145,50 mg,50,filmovertrukne tabletter,|,Sertraline 50 MG Oral Tablet,Sertraline,50,,,19082573
81134,739138,739211,Clinical Drug Comp,|,"Sertralin ""Teva""",145,50 mg,50,filmovertrukne tabletter,|,Sertraline 50 MG,Sertraline,50,,,
81152,739138,19061166,Clinical Drug,|,"Sertralin ""Teva""",58,100 mg,100,filmovertrukne tabletter,|,Sertraline 100 MG Oral Capsule,Sertraline,100,,,19082168
81152,739138,739207,Clinical Drug,|,"Sertralin ""Teva""",58,100 mg,100,filmovertrukne tabletter,|,Sertraline 100 MG Oral Tablet,Sertraline,100,,,19082573
81152,739138,19083100,Clinical Drug Comp,|,"Sertralin ""Teva""",58,100 mg,100,filmovertrukne tabletter,|,Sertraline 100 MG,Sertraline,100,,,
81208,1353766,40163312,Clinical Drug,|,"Propranolol ""DAK""",353,10 mg,10,filmovertrukne tabletter,|,Propranolol Hydrochloride 10 MG Oral Tablet,Propranolol,10,,,19082573
81208,1353766,40163316,Clinical Drug,|,"Propranolol ""DAK""",353,10 mg,10,filmovertrukne tabletter,|,Propranolol Hydrochloride 10 MG/ML Oral Solution,Propranolol,,10,,19082170
81208,1353766,40163311,Clinical Drug Comp,|,"Propranolol ""DAK""",353,10 mg,10,filmovertrukne tabletter,|,Propranolol Hydrochloride 10 MG,Propranolol,10,,,
81208,1353766,40163315,Clinical Drug Comp,|,"Propranolol ""DAK""",353,10 mg,10,filmovertrukne tabletter,|,Propranolol Hydrochloride 10 MG/ML,Propranolol,,10,,
81216,1353766,1353884,Clinical Drug,|,"Propranolol ""DAK""",262,40 mg,40,filmovertrukne tabletter,|,Propranolol 40 MG Extended Release Oral Capsule,Propranolol,40,,,19082077
81216,1353766,40163342,Clinical Drug,|,"Propranolol ""DAK""",262,40 mg,40,filmovertrukne tabletter,|,Propranolol Hydrochloride 40 MG Oral Tablet,Propranolol,40,,,19082573
81216,1353766,19083092,Clinical Drug Comp,|,"Propranolol ""DAK""",262,40 mg,40,filmovertrukne tabletter,|,Propranolol 40 MG,Propranolol,40,,,
81216,1353766,40163341,Clinical Drug Comp,|,"Propranolol ""DAK""",262,40 mg,40,filmovertrukne tabletter,|,Propranolol Hydrochloride 40 MG,Propranolol,40,,,
81224,,,,|,Basotar,39,2%,2,shampoo,|,,,,,,
81319,1367500,40185304,Clinical Drug,|,"Losartankalium ""Pfizer""",127,50 mg,50,filmovertrukne tabletter,|,Losartan Potassium 50 MG Oral Tablet,Losartan,50,,,19082573
81319,1367500,40185303,Clinical Drug Comp,|,"Losartankalium ""Pfizer""",127,50 mg,50,filmovertrukne tabletter,|,Losartan Potassium 50 MG,Losartan,50,,,
81330,1367500,40185276,Clinical Drug,|,"Losartankalium ""Pfizer""",89,100 mg,100,filmovertrukne tabletter,|,Losartan Potassium 100 MG Oral Tablet,Losartan,100,,,19082573
81330,1367500,40185275,Clinical Drug Comp,|,"Losartankalium ""Pfizer""",89,100 mg,100,filmovertrukne tabletter,|,Losartan Potassium 100 MG,Losartan,100,,,
81489,,,,|,Amitrid,33,,,tabletter,|,,,,,,
81588,,,,|,Pravachol,99,40 mg,40,tabletter,|,,,,,,
81604,,,,|,Diasectral,106,200 mg,200,tabletter,|,,,,,,
81627,1140643,1140650,Clinical Drug,|,"Sumatriptan ""Actavis""",28,50 mg,50,overtrukne tabletter,|,Sumatriptan 50 MG Oral Tablet,Sumatriptan,50,,,19082573
81627,1140643,19085542,Clinical Drug Comp,|,"Sumatriptan ""Actavis""",28,50 mg,50,overtrukne tabletter,|,Sumatriptan 50 MG,Sumatriptan,50,,,
81669,1552310,19067291,Clinical Drug,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG Oral Capsule,Progesterone,100,,,19082168
81669,1552310,19108450,Clinical Drug,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG Rectal Suppository,Progesterone,100,,,19082200
81669,1552310,1552505,Clinical Drug,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG Vaginal Suppository,Progesterone,100,,,19093368
81669,1552310,19127047,Clinical Drug,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG Vaginal Tablet,Progesterone,100,,,19010962
81669,1552310,19104181,Clinical Drug,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG/ML Injectable Solution,Progesterone,,100,,19082103
81669,1552310,19058711,Clinical Drug,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG/ML Injectable Suspension,Progesterone,,100,,19082104
81669,1552310,19102562,Clinical Drug,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG/ML Topical Cream,Progesterone,,100,,19082224
81669,1552310,1552387,Clinical Drug Comp,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG,Progesterone,100,,,
81669,1552310,19090666,Clinical Drug Comp,|,Lutinus,27,100 mg,100,vaginaltabletter,|,Progesterone 100 MG/ML,Progesterone,,100,,
81752,,,,|,Teldanex,30,60 mg,60,tabletter,|,,,,,,
81760,,,,|,Teldanex,26,60 mg,60,tabletter,|,,,,,,
81798,797617,19124513,Clinical Drug,|,"Citalopram ""Teva""",58,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Disintegrating Oral Tablet,Citalopram,40,,,19082076
81798,797617,19127395,Clinical Drug,|,"Citalopram ""Teva""",58,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Capsule,Citalopram,40,,,19082168
81798,797617,19075394,Clinical Drug,|,"Citalopram ""Teva""",58,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Tablet,Citalopram,40,,,19082573
81798,797617,19101762,Clinical Drug,|,"Citalopram ""Teva""",58,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML Oral Solution,Citalopram,,40,,19082170
81798,797617,797637,Clinical Drug Comp,|,"Citalopram ""Teva""",58,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG,Citalopram,40,,,
81798,797617,19102059,Clinical Drug Comp,|,"Citalopram ""Teva""",58,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML,Citalopram,,40,,
81807,797617,19124511,Clinical Drug,|,"Citalopram ""Sandoz""",181,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Disintegrating Oral Tablet,Citalopram,10,,,19082076
81807,797617,19127393,Clinical Drug,|,"Citalopram ""Sandoz""",181,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Oral Capsule,Citalopram,10,,,19082168
81807,797617,797632,Clinical Drug,|,"Citalopram ""Sandoz""",181,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Oral Tablet,Citalopram,10,,,19082573
81807,797617,797639,Clinical Drug Comp,|,"Citalopram ""Sandoz""",181,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG,Citalopram,10,,,
81816,797617,19124511,Clinical Drug,|,"Citalopram ""Sandoz""",531,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Disintegrating Oral Tablet,Citalopram,10,,,19082076
81816,797617,19127393,Clinical Drug,|,"Citalopram ""Sandoz""",531,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Oral Capsule,Citalopram,10,,,19082168
81816,797617,797632,Clinical Drug,|,"Citalopram ""Sandoz""",531,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Oral Tablet,Citalopram,10,,,19082573
81816,797617,797639,Clinical Drug Comp,|,"Citalopram ""Sandoz""",531,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG,Citalopram,10,,,
81825,797617,19124511,Clinical Drug,|,"Citalopram ""Sandoz""",86,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Disintegrating Oral Tablet,Citalopram,10,,,19082076
81825,797617,19127393,Clinical Drug,|,"Citalopram ""Sandoz""",86,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Oral Capsule,Citalopram,10,,,19082168
81825,797617,797632,Clinical Drug,|,"Citalopram ""Sandoz""",86,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Oral Tablet,Citalopram,10,,,19082573
81825,797617,797639,Clinical Drug Comp,|,"Citalopram ""Sandoz""",86,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG,Citalopram,10,,,
81834,797617,19124512,Clinical Drug,|,"Citalopram ""Sandoz""",141,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
81834,797617,19127394,Clinical Drug,|,"Citalopram ""Sandoz""",141,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
81834,797617,19023636,Clinical Drug,|,"Citalopram ""Sandoz""",141,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
81834,797617,797636,Clinical Drug Comp,|,"Citalopram ""Sandoz""",141,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
81843,797617,19124512,Clinical Drug,|,"Citalopram ""Sandoz""",1116,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
81843,797617,19127394,Clinical Drug,|,"Citalopram ""Sandoz""",1116,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
81843,797617,19023636,Clinical Drug,|,"Citalopram ""Sandoz""",1116,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
81843,797617,797636,Clinical Drug Comp,|,"Citalopram ""Sandoz""",1116,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
81852,797617,19124512,Clinical Drug,|,"Citalopram ""Sandoz""",179,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
81852,797617,19127394,Clinical Drug,|,"Citalopram ""Sandoz""",179,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
81852,797617,19023636,Clinical Drug,|,"Citalopram ""Sandoz""",179,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
81852,797617,797636,Clinical Drug Comp,|,"Citalopram ""Sandoz""",179,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
81861,797617,19124512,Clinical Drug,|,"Citalopram ""Sandoz""",224,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
81861,797617,19127394,Clinical Drug,|,"Citalopram ""Sandoz""",224,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
81861,797617,19023636,Clinical Drug,|,"Citalopram ""Sandoz""",224,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
81861,797617,797636,Clinical Drug Comp,|,"Citalopram ""Sandoz""",224,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
81870,797617,19124513,Clinical Drug,|,"Citalopram ""Sandoz""",175,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Disintegrating Oral Tablet,Citalopram,40,,,19082076
81870,797617,19127395,Clinical Drug,|,"Citalopram ""Sandoz""",175,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Capsule,Citalopram,40,,,19082168
81870,797617,19075394,Clinical Drug,|,"Citalopram ""Sandoz""",175,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Tablet,Citalopram,40,,,19082573
81870,797617,19101762,Clinical Drug,|,"Citalopram ""Sandoz""",175,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML Oral Solution,Citalopram,,40,,19082170
81870,797617,797637,Clinical Drug Comp,|,"Citalopram ""Sandoz""",175,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG,Citalopram,40,,,
81870,797617,19102059,Clinical Drug Comp,|,"Citalopram ""Sandoz""",175,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML,Citalopram,,40,,
81879,797617,19124513,Clinical Drug,|,"Citalopram ""Sandoz""",559,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Disintegrating Oral Tablet,Citalopram,40,,,19082076
81879,797617,19127395,Clinical Drug,|,"Citalopram ""Sandoz""",559,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Capsule,Citalopram,40,,,19082168
81879,797617,19075394,Clinical Drug,|,"Citalopram ""Sandoz""",559,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG Oral Tablet,Citalopram,40,,,19082573
81879,797617,19101762,Clinical Drug,|,"Citalopram ""Sandoz""",559,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML Oral Solution,Citalopram,,40,,19082170
81879,797617,797637,Clinical Drug Comp,|,"Citalopram ""Sandoz""",559,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG,Citalopram,40,,,
81879,797617,19102059,Clinical Drug Comp,|,"Citalopram ""Sandoz""",559,40 mg,40,filmovertrukne tabletter,|,Citalopram 40 MG/ML,Citalopram,,40,,
81964,797617,19124512,Clinical Drug,|,"Citalopram ""Sandoz""",271,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Disintegrating Oral Tablet,Citalopram,20,,,19082076
81964,797617,19127394,Clinical Drug,|,"Citalopram ""Sandoz""",271,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Capsule,Citalopram,20,,,19082168
81964,797617,19023636,Clinical Drug,|,"Citalopram ""Sandoz""",271,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG Oral Tablet,Citalopram,20,,,19082573
81964,797617,797636,Clinical Drug Comp,|,"Citalopram ""Sandoz""",271,20 mg,20,filmovertrukne tabletter,|,Citalopram 20 MG,Citalopram,20,,,
81996,1502905,19078559,Clinical Drug,|,Lantus Solo Star,344,100 E/ml,100,"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen",|,Insulin Glargine 100 UNT/ML Injectable Solution,Insulin Glargine,,100,,19082103
81996,1502905,42902742,Clinical Drug,|,Lantus Solo Star,344,100 E/ml,100,"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen",|,Insulin Glargine 100 UNT/ML Pen Injector,Insulin Glargine,,100,,19126920
81996,1502905,42902742,Clinical Drug,|,Lantus Solo Star,344,100 E/ml,100,"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen",|,Insulin Glargine 100 UNT/ML Pen Injector,Insulin Glargine,,100,,46234467
81996,1502905,1502908,Clinical Drug Comp,|,Lantus Solo Star,344,100 E/ml,100,"injektionsvÃ¦ske, oplÃ¸sning, fyldt pen",|,Insulin Glargine 100 UNT/ML,Insulin Glargine,,100,,
82158,1703687,1703743,Clinical Drug,|,"Aciclovir ""2care4""",64,800 mg,800,tabletter,|,Acyclovir 800 MG Oral Tablet,Acyclovir,800,,,19082573
82158,1703687,1703839,Clinical Drug Comp,|,"Aciclovir ""2care4""",64,800 mg,800,tabletter,|,Acyclovir 800 MG,Acyclovir,800,,,
82170,1703687,19018786,Clinical Drug,|,"Aciclovir ""2care4""",51,200 mg,200,tabletter,|,Acyclovir 200 MG Oral Capsule,Acyclovir,200,,,19082168
82170,1703687,1703745,Clinical Drug,|,"Aciclovir ""2care4""",51,200 mg,200,tabletter,|,Acyclovir 200 MG Oral Tablet,Acyclovir,200,,,19082573
82170,1703687,19080857,Clinical Drug Comp,|,"Aciclovir ""2care4""",51,200 mg,200,tabletter,|,Acyclovir 200 MG,Acyclovir,200,,,
82215,,,,|,Detrusitol Retard,69,"2,8 mg",2.8,"depotkapsler, hÃ¥rde",|,,,,,,
82306,,,,|,Kreon 10.000,26,Lipase 10.000 EP-e,10000,"enterokapsler, hÃ¥rde",|,,,,,,
82307,,,,|,Azithromycin 2care4,36,500 mg,500,filmovertrukne tabletter,|,,,,,,
82548,905233,42902513,Clinical Drug,|,Elocon,36,0.10%,0.10,creme,|,mometasone furoate 0.1 MG/ACTUAT Dry Powder Inhaler,Mometasone,,0.1,,19127579
82548,905233,45774888,Clinical Drug,|,Elocon,36,0.10%,0.10,creme,|,mometasone furoate 0.1 MG/ACTUAT Inhalant Powder,Mometasone,,0.1,,19082259
82548,905233,44818263,Clinical Drug,|,Elocon,36,0.10%,0.10,creme,|,mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler,Mometasone,,0.1,,19126918
82548,905233,19129880,Clinical Drug,|,Elocon,36,0.10%,0.10,creme,|,mometasone furoate 0.1 MG/ML Inhalant Powder,Mometasone,,0.1,,19082259
82548,905233,19129672,Clinical Drug Comp,|,Elocon,36,0.10%,0.10,creme,|,mometasone furoate 0.1 MG/ACTUAT,Mometasone,,0.1,,
82548,905233,19129879,Clinical Drug Comp,|,Elocon,36,0.10%,0.10,creme,|,mometasone furoate 0.1 MG/ML,Mometasone,,0.1,,
83103,1322184,19075601,Clinical Drug,|,"Clopidogrel ""Actavis""",99,75 mg,75,filmovertrukne tabletter,|,clopidogrel 75 MG Oral Tablet,clopidogrel,75,,,19082573
