Drugid,Navn,,Lægemiddelform,Styrketekst,AktiveSubstanser,MftIndehaver,ATC-kode,Godkendt procedure,Godkendt rolle,Registreringsdato,Er i Medicinpriser,,Sidst opdateret: 15-03-2016
28104446708,Olazax Disperzi,,smeltetabletter,5 mg,OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,10-12-2009,Nej,,
28104446808,Olazax Disperzi,,smeltetabletter,"7,5 mg",OLANZAPIN,Glenmark Pharmaceuticals s.r.o.,N05AH03,Central,MOD,10-12-2009,Nej,,
28101280586,Olbetam,,"kapsler, hårde",250 mg,ACIPIMOX,Pfizer ApS,C10AD06,National,DKMA,22-03-1989,Ja,,
28104540009,Olimel N5E,,"infusionsvæske, emulsion",,"ALANIN, Arginin, Asparaginsyre, CALCIUMCHLORIDDIHYDRAT, Glucose, vandfri, Glutaminsyre, GLYCIN, HISTIDIN, Isoleucin, KALIUMCHLORID, Leucin, Lysin, MAGNESIUMCHLORIDHEXAHYDRAT, METHIONIN, Natriumacetattrihydrat, Natriumglycerophosphat, hydreret, Olivenolie, renset, Phenylalanin, PROLIN, Serin, SOYAOLIE, RENSET, Threonin, Tryptophan, Tyrosin, Valin",Baxter A/S,B05BA10,MRP,CMS,22-12-2009,Ja,,
28104540309,Olimel N7,,"infusionsvæske, emulsion",,"ALANIN, Arginin, Asparaginsyre, Glucose, vandfri, Glutaminsyre, GLYCIN, HISTIDIN, Isoleucin, Leucin, Lysin, METHIONIN, Olivenolie, renset, Phenylalanin, PROLIN, Serin, SOYAOLIE, RENSET, Threonin, Tryptophan, Tyrosin, Valin",Baxter A/S,B05BA10,MRP,CMS,22-12-2009,Nej,,
28104540109,Olimel N7E,,"infusionsvæske, emulsion",,"ALANIN, Arginin, Asparaginsyre, CALCIUMCHLORIDDIHYDRAT, Glucose, vandfri, Glutaminsyre, GLYCIN, HISTIDIN, Isoleucin, KALIUMCHLORID, Leucin, Lysin, MAGNESIUMCHLORIDHEXAHYDRAT, METHIONIN, Natriumacetattrihydrat, Natriumglycerophosphat, hydreret, Olivenolie, renset, Phenylalanin, PROLIN, Serin, SOYAOLIE, RENSET, Threonin, Tryptophan, Tyrosin, Valin",Baxter A/S,B05BA10,MRP,CMS,22-12-2009,Ja,,
28104540409,Olimel N9,,"infusionsvæske, emulsion",,"ALANIN, Arginin, Asparaginsyre, Glucose, vandfri, Glutaminsyre, GLYCIN, HISTIDIN, Isoleucin, Leucin, Lysin, METHIONIN, Olivenolie, renset, Phenylalanin, PROLIN, Serin, SOYAOLIE, RENSET, Threonin, Tryptophan, Tyrosin, Valin",Baxter A/S,B05BA10,MRP,CMS,22-12-2009,Ja,,
28104540209,Olimel N9E,,"infusionsvæske, emulsion",,"ALANIN, Arginin, Asparaginsyre, CALCIUMCHLORIDDIHYDRAT, Glucose, vandfri, Glutaminsyre, GLYCIN, HISTIDIN, Isoleucin, KALIUMCHLORID, Leucin, Lysin, MAGNESIUMCHLORIDHEXAHYDRAT, METHIONIN, Natriumacetattrihydrat, Natriumglycerophosphat, hydreret, Olivenolie, renset, Phenylalanin, PROLIN, Serin, SOYAOLIE, RENSET, Threonin, Tryptophan, Tyrosin, Valin",Baxter A/S,B05BA10,MRP,CMS,22-12-2009,Ja,,
28104539909,Olimel Perifer N4E,,"infusionsvæske, emulsion",,"ALANIN, Arginin, Asparaginsyre, CALCIUMCHLORIDDIHYDRAT, Glucose, vandfri, Glutaminsyre, GLYCIN, HISTIDIN, Isoleucin, KALIUMCHLORID, Leucin, Lysin, MAGNESIUMCHLORIDHEXAHYDRAT, METHIONIN, Natriumacetattrihydrat, Natriumglycerophosphat, hydreret, Olivenolie, renset, Phenylalanin, PROLIN, Serin, SOYAOLIE, RENSET, Threonin, Tryptophan, Tyrosin, Valin",Baxter A/S,B05BA10,MRP,CMS,22-12-2009,Ja,,
28105429914,"Olmesartan ""Jubilant""",,filmovertrukne tabletter,10 mg,OLMESARTAN MEDOXOMIL,Jubilant Pharmaceuticals nv,C09CA08,Decentral procedure,CMS,30-07-2015,Nej,,
28105430014,"Olmesartan ""Jubilant""",,filmovertrukne tabletter,20 mg,OLMESARTAN MEDOXOMIL,Jubilant Pharmaceuticals nv,C09CA08,Decentral procedure,CMS,30-07-2015,Nej,,
28105430114,"Olmesartan ""Jubilant""",,filmovertrukne tabletter,40 mg,OLMESARTAN MEDOXOMIL,Jubilant Pharmaceuticals nv,C09CA08,Decentral procedure,CMS,30-07-2015,Nej,,
28104903311,"Olmesartanmedoxomil/hydrochlorthiazid ""Krka""",,filmovertrukne tabletter,"20 mg+12,5 mg","HYDROCHLORTHIAZID, OLMESARTAN MEDOXOMIL",Krka Sverige AB,C09DA08,Decentral procedure,RMS,13-06-2012,Nej,,
28104903411,"Olmesartanmedoxomil/hydrochlorthiazid ""Krka""",,filmovertrukne tabletter,20 mg+25 mg,"HYDROCHLORTHIAZID, OLMESARTAN MEDOXOMIL",Krka Sverige AB,C09DA08,Decentral procedure,RMS,13-06-2012,Nej,,
28104903511,"Olmesartanmedoxomil/hydrochlorthiazid ""Krka""",,filmovertrukne tabletter,"40 mg+12,5 mg","HYDROCHLORTHIAZID, OLMESARTAN MEDOXOMIL",Krka Sverige AB,C09DA08,Decentral procedure,RMS,13-06-2012,Nej,,
28104903611,"Olmesartanmedoxomil/hydrochlorthiazid ""Krka""",,filmovertrukne tabletter,40 mg+25 mg,"HYDROCHLORTHIAZID, OLMESARTAN MEDOXOMIL",Krka Sverige AB,C09DA08,Decentral procedure,RMS,13-06-2012,Nej,,
28104505609,"Olmesartanmedoxomil ""Krka""",,filmovertrukne tabletter,10 mg,OLMESARTAN MEDOXOMIL,Krka Sverige AB,C09CA08,Decentral procedure,RMS,03-08-2010,Nej,,
28104505709,"Olmesartanmedoxomil ""Krka""",,filmovertrukne tabletter,20 mg,OLMESARTAN MEDOXOMIL,Krka Sverige AB,C09CA08,Decentral procedure,RMS,03-08-2010,Nej,,
28104505809,"Olmesartanmedoxomil ""Krka""",,filmovertrukne tabletter,40 mg,OLMESARTAN MEDOXOMIL,Krka Sverige AB,C09CA08,Decentral procedure,RMS,03-08-2010,Nej,,
28103452902,Olmetec,,filmovertrukne tabletter,10 mg,OLMESARTAN MEDOXOMIL,Daiichi Sankyo Europe GmbH,C09CA08,MRP,CMS,28-05-2003,Ja,,
28103453002,Olmetec,,filmovertrukne tabletter,20 mg,OLMESARTAN MEDOXOMIL,Daiichi Sankyo Europe GmbH,C09CA08,MRP,CMS,28-05-2003,Ja,,
28103453102,Olmetec,,filmovertrukne tabletter,40 mg,OLMESARTAN MEDOXOMIL,Daiichi Sankyo Europe GmbH,C09CA08,MRP,CMS,28-05-2003,Ja,,
28103814605,Olmetec Plus,,filmovertrukne tabletter,"20+12,5 mg","HYDROCHLORTHIAZID, OLMESARTAN MEDOXOMIL",Daiichi Sankyo Europe GmbH,C09DA08,MRP,CMS,12-01-2006,Ja,,
28103814705,Olmetec Plus,,filmovertrukne tabletter,20+25 mg,"HYDROCHLORTHIAZID, OLMESARTAN MEDOXOMIL",Daiichi Sankyo Europe GmbH,C09DA08,MRP,CMS,12-01-2006,Ja,,
28104453808,Olmetec Plus,,filmovertrukne tabletter,"40+12,5 mg","HYDROCHLORTHIAZID, OLMESARTAN MEDOXOMIL",Daiichi Sankyo Europe GmbH,C09DA08,Decentral procedure,CMS,01-03-2010,Nej,,
28104453908,Olmetec Plus,,filmovertrukne tabletter,40+25 mg,"HYDROCHLORTHIAZID, OLMESARTAN MEDOXOMIL",Daiichi Sankyo Europe GmbH,C09DA08,Decentral procedure,CMS,01-03-2010,Nej,,
28104876111,Olopeg,,koncentrat til oral opløsning,,"Citronsyre, vandfri, KALIUMCHLORID, MACROGOL 4000, NATRIUMCHLORID, NATRIUMCITRATDIHYDRAT",MIP Pharma GmbH,A06AD65,Decentral procedure,CMS,31-10-2012,Ja,,
28105203012,Oltrola,,enterotabletter,100 mg,ACETYLSALICYLSYRE,Pfizer ApS,B01AC06,Decentral procedure,RMS,14-07-2014,Nej,,
28105202912,Oltrola,,enterotabletter,75 mg,ACETYLSALICYLSYRE,Pfizer ApS,B01AC06,Decentral procedure,RMS,14-07-2014,Nej,,
28105264513,Olysio,,"kapsler, hårde",150 mg,Simeprevir,Janssen-Cilag International NV,J05AE14,Central,MOD,14-05-2014,Ja,,
28103018598,Omegaven,,"infusionsvæske, emulsion",100 mg/ml,"FISKEOLIE, Glycerol, RENSET ÆGPHOSPHATID",Fresenius Kabi AB,B05BA02,MRP,CMS,18-09-1998,Ja,,
28105092412,"Omeprazol ""Accord""",,"enterokapsler, hårde",20 mg,OMEPRAZOLNATRIUM,Accord Healthcare Limited,A02BC01,Decentral procedure,CMS,14-10-2014,Nej,,
28105092512,"Omeprazol ""Accord""",,"enterokapsler, hårde",40 mg,OMEPRAZOL,Accord Healthcare Limited,A02BC01,Decentral procedure,CMS,14-10-2014,Nej,,
28104545709,"Omeprazol ""Actavis""",,"enterokapsler, hårde",10 mg,OMEPRAZOL,Actavis Group hf.,A02BC01,MRP,CMS,18-02-2010,Nej,,
28104545809,"Omeprazol ""Actavis""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Actavis Group hf.,A02BC01,MRP,CMS,18-02-2010,Ja,,
28104545909,"Omeprazol ""Actavis""",,"enterokapsler, hårde",40 mg,OMEPRAZOL,Actavis Group hf.,A02BC01,MRP,CMS,18-02-2010,Nej,,
28104652910,"Omeprazol ""Amneal""",,enterokapsler,10 mg,OMEPRAZOL,Amneal Pharma Europe Limited,A02BC01,Decentral procedure,CMS,31-08-2011,Ja,,
28104653010,"Omeprazol ""Amneal""",,enterokapsler,20 mg,OMEPRAZOL,Amneal Pharma Europe Limited,A02BC01,Decentral procedure,CMS,31-08-2011,Nej,,
28104653110,"Omeprazol ""Amneal""",,enterokapsler,40 mg,OMEPRAZOL,Amneal Pharma Europe Limited,A02BC01,Decentral procedure,CMS,31-08-2011,Nej,,
28104649410,"Omeprazol ""Aurobindo""",,"enterokapsler, hårde",10 mg,OMEPRAZOL,Aurobindo Pharma (Malta) Limited,A02BC01,Decentral procedure,CMS,08-06-2011,Nej,,
28104649510,"Omeprazol ""Aurobindo""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Aurobindo Pharma (Malta) Limited,A02BC01,Decentral procedure,CMS,08-06-2011,Ja,,
28104649610,"Omeprazol ""Aurobindo""",,"enterokapsler, hårde",40 mg,OMEPRAZOL,Aurobindo Pharma (Malta) Limited,A02BC01,Decentral procedure,CMS,08-06-2011,Nej,,
28103617303,"Omeprazol ""Bluefish""",,enterotabletter,10 mg,OMEPRAZOL,Bluefish Pharmaceuticals AB,A02BC01,MRP,CMS,11-08-2004,Nej,,
28103617403,"Omeprazol ""Bluefish""",,enterotabletter,20 mg,OMEPRAZOL,Bluefish Pharmaceuticals AB,A02BC01,MRP,CMS,11-08-2004,Nej,,
28105379814,"Omeprazole ""Hetero""",,"enterokapsler, hårde",10 mg,Omeprazolmagnesium,Hetero Europe S.L.,A02BC01,Decentral procedure,CMS,25-09-2015,Nej,,
28105379914,"Omeprazole ""Hetero""",,"enterokapsler, hårde",20 mg,Omeprazolmagnesium,Hetero Europe S.L.,A02BC01,Decentral procedure,CMS,25-09-2015,Nej,,
28105380014,"Omeprazole ""Hetero""",,"enterokapsler, hårde",40 mg,Omeprazolmagnesium,Hetero Europe S.L.,A02BC01,Decentral procedure,CMS,25-09-2015,Nej,,
28104911811,"Omeprazole ""Teva""",,"enterokapsler, hårde",10 mg,OMEPRAZOL,Teva Denmark A/S,A02BC01,Decentral procedure,CMS,27-09-2012,Nej,,
28104911911,"Omeprazole ""Teva""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Teva Denmark A/S,A02BC01,Decentral procedure,CMS,27-09-2012,Ja,,
28103669704,"Omeprazol ""Lek""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Lek Pharmaceuticals d.d.,A02BC01,National,DKMA,29-06-2007,Nej,,
28104964411,"Omeprazol ""Matrix Pharmaceuticals""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Matrix Pharmaceuticals A/S,A02BC01,National,DKMA,13-05-2013,Ja,,
28104044306,"Omeprazol ""Medical Valley""",,"enterokapsler, hårde",10 mg,OMEPRAZOL,Medical Valley Invest AB,A02BC01,MRP,CMS,14-11-2007,Ja,,
28104044406,"Omeprazol ""Medical Valley""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Medical Valley Invest AB,A02BC01,MRP,CMS,14-11-2007,Ja,,
28104044506,"Omeprazol ""Medical Valley""",,"enterokapsler, hårde",40 mg,OMEPRAZOL,Medical Valley Invest AB,A02BC01,MRP,CMS,14-11-2007,Ja,,
28103121299,"Omeprazol ""Mylan""",,"enterokapsler, hårde",10 mg,OMEPRAZOL,Mylan AB,A02BC01,MRP,RMS,08-08-2000,Nej,,
28103008598,"Omeprazol ""Mylan""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Mylan AB,A02BC01,MRP,RMS,30-11-1998,Nej,,
28103121399,"Omeprazol ""Mylan""",,"enterokapsler, hårde",40 mg,OMEPRAZOL,Mylan AB,A02BC01,MRP,RMS,08-08-2000,Nej,,
28104821310,"Omeprazol ""Pensa""",,"enterokapsler, hårde",10 mg,OMEPRAZOL,Pensa Pharma AB,A02BC01,MRP,CMS,30-06-2011,Nej,,
28104821410,"Omeprazol ""Pensa""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Pensa Pharma AB,A02BC01,MRP,CMS,30-06-2011,Ja,,
28104821510,"Omeprazol ""Pensa""",,"enterokapsler, hårde",40 mg,OMEPRAZOL,Pensa Pharma AB,A02BC01,MRP,CMS,30-06-2011,Nej,,
28104550709,"Omeprazol ""Sandoz""",,"enterokapsler, hårde",10 mg,OMEPRAZOL,Sandoz A/S,A02BC01,MRP,CMS,20-09-2010,Nej,,
28104550809,"Omeprazol ""Sandoz""",,"enterokapsler, hårde",20 mg,OMEPRAZOL,Sandoz A/S,A02BC01,MRP,CMS,20-09-2010,Ja,,
28104550909,"Omeprazol ""Sandoz""",,"enterokapsler, hårde",40 mg,OMEPRAZOL,Sandoz A/S,A02BC01,MRP,CMS,20-09-2010,Nej,,
28103826205,"Omeprazol ""Vian""",,"pulver og solvens til injektionsvæske, opløsning",40 mg,OMEPRAZOLNATRIUM,Vian S.A.,A02BC01,MRP,RMS,25-06-2007,Nej,,
28104366608,Omestad,,"enterokapsler, hårde",10 mg,OMEPRAZOL,Stada Arzneimittel AG,A02BC01,MRP,CMS,26-01-2009,Ja,,
28104366708,Omestad,,"enterokapsler, hårde",20 mg,OMEPRAZOL,Stada Arzneimittel AG,A02BC01,MRP,CMS,26-01-2009,Ja,,
28104366808,Omestad,,"enterokapsler, hårde",40 mg,OMEPRAZOL,Stada Arzneimittel AG,A02BC01,MRP,CMS,26-01-2009,Nej,,
28104564309,Omezolmyl,,"enterokapsler, hårde",10 mg,OMEPRAZOL,Mylan AB,A02BC01,Decentral procedure,CMS,11-02-2011,Nej,,
28104564409,Omezolmyl,,"enterokapsler, hårde",20 mg,OMEPRAZOL,Mylan AB,A02BC01,Decentral procedure,CMS,11-02-2011,Nej,,
28104564509,Omezolmyl,,"enterokapsler, hårde",40 mg,OMEPRAZOL,Mylan AB,A02BC01,Decentral procedure,CMS,11-02-2011,Nej,,
28105324513,Omidria,,"koncentrat til intraokulær skyllevæske, opløsning",10 mg/ml + 3 mg/ml,"Ketorolactrometamol, PHENYLEPHRINHYDROCHLORID",Omeros London Limited,S01GA55,Central,MOD,28-07-2015,Nej,,
28101673694,Omnic,,"depotkapsler, hårde","0,4 mg",TAMSULOSINHYDROCHLORID,Astellas Pharma A/S,G04CA02,National,DKMA,16-01-1996,Ja,,
28101197284,Omnipaque,,"injektionsvæske, opløsning",140 mg jod/ml,IOHEXOL,GE Healthcare AS,V08AB02,National,DKMA,26-03-1986,Ja,,
28101111782,Omnipaque,,"injektionsvæske, opløsning",180 mg jod/ml,IOHEXOL,GE Healthcare AS,V08AB02,National,DKMA,02-03-1984,Nej,,
28101425391,Omnipaque,,"injektionsvæske, opløsning",200 mg jod/ml,IOHEXOL,GE Healthcare AS,V08AB02,National,DKMA,12-09-1991,Nej,,
28101092881,Omnipaque,,"injektionsvæske, opløsning",240 mg jod/ml,IOHEXOL,GE Healthcare AS,V08AB02,National,DKMA,26-06-1983,Ja,,
28101092981,Omnipaque,,"injektionsvæske, opløsning",300 mg jod/ml,IOHEXOL,GE Healthcare AS,V08AB02,National,DKMA,26-06-1983,Ja,,
28101093081,Omnipaque,,"injektionsvæske, opløsning",350 mg jod/ml,IOHEXOL,GE Healthcare AS,V08AB02,National,DKMA,26-06-1983,Ja,,
28103802105,Omnistad,,"kapsler med modificeret udløsning, hårde","0,4 mg",TAMSULOSINHYDROCHLORID,Stada Arzneimittel AG,G04CA02,MRP,CMS,04-11-2005,Nej,,
28104076006,Omnitrope,,"injektionsvæske, opløsning, cylinderampul","10 mg/1,5 ml",SOMATROPIN,Sandoz GmbH,H01AC01,Central,MOD,19-09-2007,Ja,,
28104759710,Omnitrope,,"injektionsvæske, opløsning, cylinderampul","15 mg/1,5 ml",SOMATROPIN,Sandoz GmbH,H01AC01,Central,MOD,16-06-2011,Ja,,
28103967806,Omnitrope,,"injektionsvæske, opløsning, cylinderampul","5 mg/1,5 ml",SOMATROPIN,Sandoz GmbH,H01AC01,Central,MOD,20-05-2007,Ja,,
28103710104,Omnitrope,,"pulver og solvens til injektionsvæske, opløsning","1,3 mg/ml",SOMATROPIN,Sandoz GmbH,H01AC01,Central,MOD,12-04-2006,Nej,,
28103710204,Omnitrope,,"pulver og solvens til injektionsvæske, opløsning, fyldt injektionssprøjte",5 mg/ml,SOMATROPIN,Sandoz GmbH,H01AC01,Central,MOD,12-04-2006,Nej,,
28103405802,Omona,,"enterokapsler, hårde",10 mg,OMEPRAZOL,Sandoz A/S,A02BC01,MRP,CMS,10-02-2003,Nej,,
28103405902,Omona,,"enterokapsler, hårde",20 mg,OMEPRAZOL,Sandoz A/S,A02BC01,MRP,CMS,10-02-2003,Nej,,
28103406002,Omona,,"enterokapsler, hårde",40 mg,OMEPRAZOL,Sandoz A/S,A02BC01,MRP,CMS,10-02-2003,Nej,,
28104452208,Onbrez Breezhaler,,"inhalationspulver, hård kapsel",150 mikrogram,indacaterolmaleat,Novartis Europharm Limited,R03AC18,Central,RAP,30-11-2009,Ja,,
28104452308,Onbrez Breezhaler,,"inhalationspulver, hård kapsel",300 mikrogram,indacaterolmaleat,Novartis Europharm Limited,R03AC18,Central,RAP,30-11-2009,Ja,,
28105480214,Oncaspar,,"injektions-/infusionsvæske, opløsning",750 E/ml,Pegaspargase,Baxalta Innovations GmbH,L01XX24,Central,MOD,14-01-2016,Nej,,
28104987711,Oncept IL-2,,"lyofilisat og solvens til injektionsvæske, suspension",,Felint interleukin-2 rekombinant canarypox virus (vCP1338),Merial,QL03AX90,Central,MOD,03-05-2013,Ja,,
28101107782,Oncovin,,"injektionsvæske, opløsning",1 mg/ml,VINCRISTINSULFAT,PharmaCoDane ApS,L01CA02,National,DKMA,08-03-1983,Ja,,
28103358802,"Ondansetron ""1A Farma""",,filmovertrukne tabletter,4 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,1A Farma A/S,A04AA01,MRP,RMS,13-10-2004,Nej,,
28103358902,"Ondansetron ""1A Farma""",,filmovertrukne tabletter,8 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,1A Farma A/S,A04AA01,MRP,RMS,13-10-2004,Nej,,
28105052112,"Ondansetron ""2care4""",,smeltetabletter,4 mg,ONDANSETRON,2care4 ApS,A04AA01,Par-Imp,DKMA,28-06-2012,Ja,,
28105052212,"Ondansetron ""2care4""",,smeltetabletter,8 mg,ONDANSETRON,2care4 ApS,A04AA01,Par-Imp,DKMA,28-06-2012,Ja,,
28104178907,"Ondansetron ""Accord""",,"injektions-/infusionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Accord Healthcare Limited,A04AA01,Decentral procedure,CMS,30-03-2010,Nej,,
28103615803,"Ondansetron ""Alapis""",,"injektions-/infusionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Alapis S.A.,A04AA01,MRP,RMS,28-05-2004,Nej,,
28103615903,"Ondansetron ""Alapis""",,oral opløsning,"0,8 mg/ml",ONDANSETRONHYDROCHLORIDDIHYDRAT,Alapis S.A.,A04AA01,MRP,RMS,28-05-2004,Nej,,
28104401308,"Ondansetron ""Amneal""",,smeltetabletter,4 mg,ONDANSETRON,Amneal Pharma Europe Limited,A04AA01,Decentral procedure,CMS,18-05-2010,Ja,,
28104401408,"Ondansetron ""Amneal""",,smeltetabletter,8 mg,ONDANSETRON,Amneal Pharma Europe Limited,A04AA01,Decentral procedure,CMS,18-05-2010,Ja,,
28105081212,"Ondansetron ""Aurobindo""",,filmovertrukne tabletter,4 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Aurobindo Pharma (Malta) Limited,A04AA01,Decentral procedure,RMS,27-09-2012,Ja,,
28105081312,"Ondansetron ""Aurobindo""",,filmovertrukne tabletter,8 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Aurobindo Pharma (Malta) Limited,A04AA01,Decentral procedure,RMS,27-09-2012,Nej,,
28104058806,"Ondansetron ""B. Braun""",,"injektionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,B. Braun Melsungen,A04AA01,MRP,CMS,12-07-2007,Nej,,
28104249207,"Ondansetron ""Bluefish""",,smeltetabletter,4 mg,ONDANSETRON,Bluefish Pharmaceuticals AB,A04AA01,Decentral procedure,CMS,16-12-2009,Nej,,
28104249307,"Ondansetron ""Bluefish""",,smeltetabletter,8 mg,ONDANSETRON,Bluefish Pharmaceuticals AB,A04AA01,Decentral procedure,CMS,16-12-2009,Ja,,
28103960206,"Ondansetron ""BMM Pharma""",,filmovertrukne tabletter,4 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,BMM Pharma AB,A04AA01,Decentral procedure,RMS,09-01-2008,Nej,,
28103960306,"Ondansetron ""BMM Pharma""",,filmovertrukne tabletter,8 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,BMM Pharma AB,A04AA01,Decentral procedure,RMS,09-01-2008,Nej,,
28103885006,"Ondansetron ""Fresenius Kabi""",,"injektionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Fresenius Kabi AB,A04AA01,MRP,CMS,11-07-2006,Ja,,
28104058906,"Ondansetron ""Hameln""",,"injektionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Hameln pharma plus GmbH,A04AA01,MRP,CMS,19-07-2007,Ja,,
28103359002,"Ondansetron ""HEXAL""",,filmovertrukne tabletter,4 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Hexal A/S,A04AA01,MRP,RMS,13-10-2004,Nej,,
28103359102,"Ondansetron ""HEXAL""",,filmovertrukne tabletter,8 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Hexal A/S,A04AA01,MRP,RMS,13-10-2004,Nej,,
28103579603,"Ondansetron ""Mylan""",,filmovertrukne tabletter,4 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Mylan AB,A04AA01,MRP,RMS,30-09-2004,Nej,,
28103579703,"Ondansetron ""Mylan""",,filmovertrukne tabletter,8 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Mylan AB,A04AA01,MRP,RMS,30-09-2004,Nej,,
28103655604,"Ondansetron ""Nycomed""",,"injektionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Nycomed Danmark ApS,A04AA01,MRP,RMS,14-10-2004,Nej,,
28104419808,"Ondansetron ""Orifarm""",,smeltetabletter,4 mg,ONDANSETRON,Orifarm Generics A/S,A04AA01,Decentral procedure,CMS,28-01-2010,Ja,,
28104419908,"Ondansetron ""Orifarm""",,smeltetabletter,8 mg,ONDANSETRON,Orifarm Generics A/S,A04AA01,Decentral procedure,CMS,28-01-2010,Ja,,
28103533103,"Ondansetron ""Pharmathen""",,"injektions-/infusionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Pharmathen S.A.,A04AA01,MRP,RMS,08-06-2004,Nej,,
28103604803,"Ondansetron ""Stada""",,filmovertrukne tabletter,4 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Stada Arzneimittel AG,A04AA01,MRP,RMS,11-10-2004,Ja,,
28103604903,"Ondansetron ""Stada""",,filmovertrukne tabletter,8 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Stada Arzneimittel AG,A04AA01,MRP,RMS,11-10-2004,Ja,,
28103605003,"Ondansetron ""Stada""",,"injektionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Stada Arzneimittel AG,A04AA01,MRP,RMS,11-10-2004,Nej,,
28103649904,"Ondansetron ""Takeda""",,filmovertrukne tabletter,4 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Takeda Pharma A/S,A04AA01,MRP,RMS,14-10-2004,Ja,,
28103650004,"Ondansetron ""Takeda""",,filmovertrukne tabletter,8 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Takeda Pharma A/S,A04AA01,MRP,RMS,14-10-2004,Ja,,
28103481103,"Ondansetron ""Vian""",,"injektions-/infusionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Vian S.A.,A04AA01,MRP,RMS,18-05-2004,Nej,,
28103532703,Ondantriwa,,filmovertrukne tabletter,4 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Pharmathen International S.A.,A04AA01,MRP,RMS,27-09-2004,Nej,,
28103532803,Ondantriwa,,filmovertrukne tabletter,8 mg,ONDANSETRONHYDROCHLORIDDIHYDRAT,Pharmathen International S.A.,A04AA01,MRP,RMS,27-09-2004,Nej,,
28103839105,Ondilia,,"injektions-/infusionsvæske, opløsning",2 mg/ml,ONDANSETRONHYDROCHLORIDDIHYDRAT,Pharmathen S.A.,A04AA01,MRP,RMS,29-11-2005,Nej,,
28104952111,One-Alpha,,"injektionsvæske, opløsning",2 mikrogram/ml,ALFACALCIDOL,EuroPharma.DK ApS,A11CC03,Par-Imp,DKMA,11-11-2011,Nej,,
28104950611,One-Alpha,,"orale dråber, opløsning",2 mikrogram/ml,ALFACALCIDOL,EuroPharma.DK ApS,A11CC03,Par-Imp,DKMA,11-11-2011,Ja,,
28104567609,Onezyp,,smeltetabletter,10 mg,OLANZAPIN,IWA Consulting Aps,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104567709,Onezyp,,smeltetabletter,15 mg,OLANZAPIN,IWA Consulting Aps,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104567809,Onezyp,,smeltetabletter,20 mg,OLANZAPIN,IWA Consulting Aps,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104567509,Onezyp,,smeltetabletter,5 mg,OLANZAPIN,IWA Consulting Aps,N05AH03,Decentral procedure,RMS,08-03-2011,Nej,,
28104680910,Onglyza,,filmovertrukne tabletter,"2,5 mg",Saxagliptinhydrochlorid,AstraZeneca AB,A10BH03,Central,MOD,28-02-2011,Ja,,
28104387208,Onglyza,,filmovertrukne tabletter,5 mg,Saxagliptinhydrochlorid,AstraZeneca AB,A10BH03,Central,MOD,01-10-2009,Ja,,
28104086007,Onsior,,"injektionsvæske, opløsning",20 mg/ml,Robenacoxib,Novartis Animal Health Ltd.,QM01AH91,Central,CO-RAP,16-12-2008,Ja,,
